Protein A	Protein B	T	S	uncertainty
Q15738	Q5JXX7	1	0.6062571	0.95483774
Q92785	Q8NFD5	1	0.5198463	0.9984245
Q01664	Q96JM2	1	0.6833331	0.8655559
O15514	O15446	1	0.4776806	0.9980074
Q92905	Q86TJ5	1	0.5387131	0.9940052
O60220	Q92793	0	0.3527713	0.9132949
P25490	Q9ULU4	1	0.7699169	0.7085795
P61073	Q8NES3	0	0.6363961	0.9255844
Q96EG3	Q53FA7	0	0.37049085	0.93290955
Q3KNW5	Q58F21	0	0.22633341	0.7004264
Q6ISU1	Q9BXP5	0	0.40887368	0.966784
Q8WXX5	P52569	0	0.19327173	0.62367105
Q12792	Q96P70	1	0.6415152	0.9198938
Q9UL58	O95236	0	0.42144015	0.9753134
Q14197	Q96DV4	1	0.89843255	0.365006
Q9UIH9	Q8IWI9	1	0.588447	0.9687085
O94761	Q8TAE8	0	0.23967332	0.72892004
Q7Z478	Q9NVM6	1	0.5574949	0.98677737
P35659	P24863	0	0.44997805	0.98999125
Q17R98	Q86YP4	1	0.73740625	0.77455306
O75306	Q13405	0	0.8869615	0.40104312
Q03135	Q9Y6M5	1	0.67673856	0.87505394
O95786	Q9Y6X0	0	0.5436841	0.9923668
P14416	Q9Y5P2	0	0.37273446	0.935214
Q92993	Q5T653	0	0.49948615	0.9999989
P35659	Q03188	0	0.6732264	0.87997043
Q9UBD9	P24863	0	0.52049226	0.9983203
P54886	A1YPR0	0	0.44112816	0.9861365
Q96EC8	Q9BTP7	0	0.1922535	0.6211684
Q9H609	O00746	0	0.26266873	0.77469546
Q96FI4	Q8N3Z6	1	0.44472465	0.9877785
Q9NY93	Q53HV7	0	0.5518292	0.98925495
P30044	Q9P003	0	0.53770983	0.99431187
P26373	Q92785	0	0.5863254	0.9701917
Q6N075	Q9UBK5	0	0.65198004	0.9076083
P25440	Q15022	1	0.6285888	0.9338597
Q96S59	A8MXV4	0	0.39539176	0.9562285
O95786	P23528	1	0.57238895	0.9790394
P19634	O14842	0	0.49326536	0.9998185
Q9UBK5	Q8WY22	1	0.67430973	0.87846446
P30044	Q9BRJ6	0	0.2433778	0.7365802
P41002	P41091	1	0.40321308	0.9625292
Q9H6H4	Q96LL9	1	0.7945997	0.652844
Q9ULX9	P49711	0	0.44958603	0.9898337
Q8N680	Q13206	1	0.5412396	0.9931972
P01106	O94851	1	0.41336966	0.9699807
P62805	Q12872	1	0.54444444	0.99209875
O14978	Q8N3C0	1	0.478448	0.998142
Q96CS4	Q96EB6	0	0.6114993	0.9502716
O14628	Q9GZM5	0	0.24511673	0.74013805
Q16795	P50991	0	0.7047927	0.8322398
Q96C86	P23396	1	0.5374127	0.99440116
Q04837	Q9BQ95	1	0.9148837	0.31148615
Q99856	O60911	0	0.23568317	0.7205464
Q3KQV3	P49848	0	0.53055876	0.99626464
P39019	Q9BYV9	0	0.53217536	0.99585897
Q96LI6	Q13952	1	0.652307	0.90721035
Q99081	Q9UKX7	0	0.49089074	0.99966806
P10176	O75467	0	0.34693506	0.9062846
Q9NWS0	P62701	1	0.37405318	0.9365496
P41002	Q99750	0	0.36783874	0.9301336
Q13113	Q13304	0	0.51942664	0.9984904
O00422	P41597	0	0.20532417	0.6526646
P61081	Q8IWL3	0	0.24269831	0.73518336
Q9Y5Z0	Q9NY12	0	0.24552123	0.7409622
Q6ZNB6	Q8TBB6	0	0.58368444	0.97198766
Q01814	Q9UM22	0	0.80693954	0.6231525
P51610	Q99684	0	0.59935117	0.9605174
Q8NC60	P61313	0	0.67841095	0.87267816
Q66K41	Q9Y5B8	1	0.36521786	0.9273351
Q9NS75	Q6UX07	0	0.5907341	0.96706927
O95793	P63173	1	0.3622269	0.9240743
Q9Y3S2	Q9ULU4	1	0.7168014	0.8119886
Q92905	Q9UBB9	0	0.58236474	0.9728642
O95786	Q6N075	0	0.21973848	0.6858139
O00487	P62805	0	0.44170794	0.9864081
Q9H0W5	Q8N5K1	0	0.36707354	0.92932224
Q9P2K2	Q16650	0	0.31666732	0.86555654
P40692	P41222	1	0.3287162	0.88264745
Q52LG2	P10176	0	0.48169276	0.9986593
Q9UPY3	Q9NWS9	0	0.5312317	0.99609834
Q9NWT8	Q8NC60	1	0.85743654	0.48895648
Q13485	Q9UIQ6	0	0.40221974	0.96175605
Q99856	Q96E35	0	0.62302935	0.9394551
P34981	Q9Y5U9	1	0.6930191	0.8509745
Q9NUL7	O43615	1	0.729013	0.79021215
Q96MN9	Q9BXP5	0	0.38190696	0.9442161
Q8IXB1	Q6P179	1	0.6483572	0.91196054
P25791	Q8WVZ9	1	0.6550101	0.90388745
Q9BTC0	Q5VW36	1	0.29340202	0.8292691
Q5TCM9	P78371	0	0.54490465	0.9919343
Q00403	Q14919	1	0.7362099	0.77681947
P47710	Q9NZB2	1	0.34608737	0.90524364
O00303	Q6P2H8	0	0.372486	0.9349607
Q9GZR7	Q9H2U1	0	0.7947656	0.652453
P35414	Q15800	1	0.5783932	0.97541803
P0C5Z0	Q96ME7	1	0.4865275	0.99927396
Q9Y2T7	P82650	1	0.3802652	0.94265425
Q9BUE0	O75586	1	0.54070675	0.99337184
Q9Y2X9	Q8N239	0	0.41491947	0.97104514
Q16795	O43674	1	0.91370016	0.3154087
O43513	Q9Y673	0	0.2403608	0.73034996
O94772	Q8WWI5	1	0.78040206	0.6854987
O43861	Q6DKI1	0	0.11060579	0.39348862
Q587I9	Q9H9B4	0	0.72675794	0.7943233
Q12948	Q12950	1	0.6828182	0.86631006
P07737	P13667	1	0.49333006	0.999822
Q8WUU5	Q92993	0	0.7542292	0.7414701
Q08380	P78371	1	0.48945257	0.99955493
Q8N6T7	P62888	0	0.59348166	0.96504474
P55201	Q8N8A6	0	0.72220206	0.80250496
Q6IE81	Q99941	0	0.5162878	0.99893886
P17676	Q92793	1	0.50516105	0.9998934
O60885	Q9UIG0	1	0.61631507	0.9458832
Q9H0E9	Q9UGI8	0	0.58758926	0.9693125
P37840	Q92766	1	0.3636228	0.9256051
Q9BYV9	P15336	1	0.58820814	0.9688773
P38919	O00422	1	0.6439217	0.9171462
Q5T4S7	A3KN83	1	0.4363334	0.9837862
Q9Y4X4	Q96QT6	1	0.67952496	0.87108314
Q13127	Q04837	1	0.29023984	0.82400274
Q9NRC8	Q16514	0	0.47956985	0.9983304
Q14554	O75081	0	0.32292	0.8745707
Q96FI4	Q9NUS5	0	0.41449878	0.97075814
Q96AN5	O95562	1	0.51337385	0.99928457
Q05516	Q8N661	0	0.32355633	0.8754706
Q09161	P28222	0	0.3125999	0.8595248
Q5SSJ5	P42166	1	0.5762846	0.97672266
Q8NES3	Q99832	1	0.3096861	0.8551225
Q5VWG9	Q8TDZ2	1	0.23855144	0.7265786
P82932	O14867	0	0.5149144	0.9991102
Q14188	P61244	1	0.6031389	0.95744944
Q99750	Q9H8H2	0	0.2915444	0.82618505
P17535	P54709	0	0.17951348	0.5891536
O95711	Q13421	1	0.6389511	0.9227703
Q9UPW0	Q92949	1	0.5878015	0.9691636
Q9NVP1	P62851	0	0.8402006	0.5370542
Q02930	Q9NRX2	0	0.32067302	0.8713674
O14958	O15265	0	0.22071014	0.6879887
Q9UIH9	A2A3N6	0	0.2932994	0.8290994
O43290	Q9UI30	1	0.3464447	0.90568304
P48643	P17028	0	0.20331928	0.64792216
P62805	Q9UBL3	1	0.32081938	0.8715772
P06454	Q9UNZ2	1	0.4346046	0.98289376
P49450	Q9NX58	1	0.35812628	0.9194874
Q8TCC3	P18621	1	0.7985515	0.643468
Q9GZW8	Q71U36	0	0.28377452	0.8129862
Q13123	Q6GMV2	0	0.372151	0.9346185
P14635	P04844	0	0.25856233	0.7668314
P17861	Q9BU76	0	0.25144103	0.7528738
Q96JM3	O00178	1	0.48723206	0.99934787
Q9Y483	Q99497	0	0.22090699	0.6884284
P49711	P49411	1	0.31721202	0.8663542
Q15022	Q9P0M6	1	0.63415325	0.9280116
Q92993	Q9GZR7	0	0.6712362	0.8827126
O96000	Q04837	0	0.7988795	0.64268416
Q16568	Q93100	1	0.53551984	0.9949534
Q9BX68	Q9Y3D7	1	0.76100117	0.72751355
Q16740	P61970	1	0.3561623	0.9172429
Q8IUM7	Q9UI14	0	0.23004547	0.70849824
O60925	Q96KR1	0	0.26269534	0.774746
Q92890	P51003	1	0.69753677	0.8439169
P63279	Q14119	1	0.31896394	0.8689038
P78563	Q99460	0	0.49884623	0.9999947
Q02363	Q8N5A5	1	0.6374442	0.9244364
Q9NPI1	O95251	1	0.81787485	0.59582233
P40227	P01308	0	0.5648662	0.9831695
Q9BYP8	P61073	0	0.45951566	0.993444
O94761	P67870	1	0.5276431	0.9969434
Q9NV56	Q8N1F7	0	0.46760857	0.9958032
Q6IQ16	Q8N3I7	1	0.51457644	0.9991501
O14960	P62699	1	0.35972208	0.92128843
O95402	P52435	1	0.5732184	0.9785563
Q6ICL7	P16152	0	0.42981762	0.98029774
Q99459	P18583	1	0.7418935	0.7659502
Q1KMD3	Q8WUD4	1	0.3941558	0.95518804
Q8IWL3	Q8IY37	0	0.30622363	0.84980285
O95793	P62266	1	0.48596525	0.9992121
P09622	Q9BXP5	1	0.22198358	0.6908275
Q9C002	P10809	1	0.7132037	0.8181767
O75556	Q6P158	0	0.36001757	0.9216197
P47211	O75190	0	0.3198611	0.8701999
Q9BPX1	Q5T1V6	1	0.46096897	0.9939063
Q96HE9	Q6DKI1	1	0.30993128	0.8554955
Q9UJX4	Q13206	0	0.33826455	0.89536655
O43674	O96000	1	0.8506599	0.5081505
Q8IXK0	Q86V42	1	0.6172642	0.9449964
P26358	Q8IXK0	1	0.5138465	0.99923307
P35414	Q96SK2	1	0.5314288	0.9960489
O75569	Q96JQ5	0	0.5147055	0.999135
Q99081	O43741	1	0.3925781	0.9538421
Q99750	Q14296	1	0.3746906	0.93719023
Q9H330	Q9Y2G8	0	0.8532652	0.50081474
O14880	Q9UKR5	1	0.8742694	0.43968958
Q96HA1	Q9H1C4	0	0.25565258	0.76117736
Q8IV16	Q8IZ52	1	0.65451115	0.9045052
Q92560	Q13123	0	0.35814017	0.91950315
Q9UL40	Q9NRM2	0	0.60776883	0.9535435
O95994	P0C7P4	1	0.8725055	0.44495866
Q13520	P35869	0	0.246037	0.7420112
O96000	P09669	1	0.854552	0.4971716
Q6IQ21	Q49MG5	0	0.5192628	0.9985158
P49447	O43889	1	0.4328836	0.9819815
Q13123	Q5BKZ1	1	0.74904346	0.75190943
Q15788	O00422	0	0.58102304	0.97374105
Q99714	Q16650	0	0.36095977	0.92267126
P07305	Q96L58	0	0.30619177	0.84975344
P51610	P25490	1	0.7184247	0.8091626
Q16795	P56556	1	0.92036945	0.2931581
Q96BR9	Q9NZI7	0	0.64974123	0.91031027
P46663	Q6PIZ9	1	0.48639515	0.9992597
O00626	P51685	1	0.543404	0.99246436
A1YPR0	Q9NPI1	0	0.66554826	0.8903751
P55316	O43823	1	0.669108	0.88561
O14880	Q15554	0	0.13699403	0.47290668
Q9Y2T7	Q96DV4	1	0.4262874	0.9782658
Q9BUQ8	Q8IWZ8	1	0.4705083	0.9965209
Q53GQ0	P09001	0	0.24005583	0.7297161
Q9NWS0	P62854	1	0.38331327	0.9455368
P31153	O43741	1	0.26228747	0.77397096
Q9Y2X9	Q8NBI6	0	0.22746858	0.7029065
Q9H582	Q9UL41	0	0.6484733	0.9118227
Q92858	P49411	1	0.24425729	0.7383827
O94761	Q96ME7	0	0.6022167	0.95820695
Q75WM6	Q5T3I0	1	0.5871722	0.969604
O14842	Q13485	0	0.38042167	0.94280416
P0C5Z0	Q2TB10	1	0.46125984	0.9939968
Q8N344	Q13838	0	0.35073572	0.9108807
P05026	Q53GQ0	1	0.7765668	0.6940432
P35270	P30041	1	0.5721365	0.9791853
Q6IQ21	P10244	0	0.5323224	0.99582106
P62805	P17542	0	0.45938694	0.9934023
Q5TGU0	Q15084	0	0.712535	0.81931543
Q9NRC8	P48643	1	0.43248537	0.9817672
Q13485	Q9NRG4	0	0.49267235	0.9997853
O14843	Q96B49	1	0.59141725	0.96657157
P62805	Q99583	1	0.47117737	0.9966771
P20382	Q9NR09	1	0.43058866	0.98072827
Q8WUU5	Q6RVD6	0	0.43696183	0.98410475
Q9UI14	Q9BZJ8	0	0.6733153	0.8798472
Q13330	Q53GQ0	0	0.14639187	0.49984515
Q01814	Q8IXM6	1	0.64852715	0.9117587
O75391	P51685	0	0.17706853	0.58286107
Q9NRH3	O14530	1	0.5338641	0.9954129
Q8NFY9	Q5TEC3	0	0.4908376	0.99966425
P62854	Q9Y6H6	0	0.3121294	0.8588186
P43119	P04920	1	0.54553306	0.99170697
P14635	Q5T3I0	0	0.5431185	0.9925632
O95786	P24863	0	0.5535609	0.9885249
P62266	O75306	0	0.3369926	0.8937143
P10242	Q8IWS0	1	0.61493486	0.9471599
O95236	P56385	0	0.574557	0.977765
Q9NVR0	Q13428	0	0.32408172	0.87621105
O95994	P85037	0	0.25536808	0.7606209
Q53RY4	Q13113	0	0.63449955	0.9276395
P58418	P56557	1	0.7179721	0.8099527
Q9NTG7	O95571	1	0.6662809	0.8894026
Q12905	P35610	1	0.3542049	0.91497517
P98177	P39748	1	0.47939998	0.9983026
Q9Y3I1	O75190	1	0.6395638	0.9220878
Q9NRC8	Q8IY37	1	0.76742315	0.7139394
Q14562	P18583	1	0.898478	0.36486122
O15321	Q9C002	0	0.7862082	0.67233944
O15240	Q9Y3B2	0	0.3765728	0.9390629
Q9NZB2	Q9Y3D5	1	0.2031416	0.6475004
Q9Y3S2	Q9H8H2	1	0.5516691	0.98932123
Q16254	Q96JM7	1	0.41836658	0.97334397
P56192	P30086	0	0.59601504	0.96312445
P61313	Q5VYS8	1	0.66823643	0.886786
O60885	Q04446	1	0.2836077	0.81269747
Q96FW1	P15374	1	0.39226943	0.9535765
Q9BZS1	Q9NRG4	1	0.6566919	0.90179056
Q9H0R8	O60238	1	0.34631798	0.9055273
Q9UKT9	Q9UMX2	1	0.6038123	0.9568921
Q9NR30	Q9NX24	1	0.7573163	0.7351533
Q9Y2X9	Q9C086	0	0.6431677	0.9180121
O15255	Q04864	1	0.5079518	0.9997471
Q9C086	P61247	1	0.50182045	0.99998677
Q9H0W5	Q9UIQ6	0	0.33361244	0.8892607
Q9Y5T4	O75251	1	0.70116496	0.83813065
Q96FJ0	P54253	0	0.64317566	0.9180029
P01106	P49916	1	0.48656142	0.9992776
Q9BUE6	P05388	0	0.41696572	0.9724212
P36956	P0C7T5	1	0.28391498	0.8132291
Q5SSJ5	P62263	1	0.80160433	0.63613933
Q99853	P09001	1	0.26401895	0.7772518
P49023	Q9NR09	1	0.50471693	0.999911
P49146	P09622	0	0.23539373	0.71993405
P07737	Q9Y6M7	0	0.3859209	0.94794387
Q9H2K0	P02808	1	0.3544102	0.9152145
O60925	P23396	0	0.2763508	0.79992414
O43674	O95793	0	0.11853035	0.41792363
Q9P2N7	Q53GT1	1	0.73325354	0.78237116
O75444	P82912	0	0.2168069	0.67920667
Q6NZY4	Q8WUB8	0	0.5849735	0.97111803
Q96BK5	Q9NVP1	1	0.7747065	0.6981454
Q7L2E3	P82932	1	0.7096929	0.8241156
P62857	O95711	0	0.34558424	0.90462303
Q15554	P08195	0	0.20291495	0.6469619
Q96S52	O60884	1	0.40107006	0.9608515
Q9Y3D3	Q8N680	0	0.6145076	0.947552
P30044	P01106	0	0.41934112	0.9739766
P06746	Q7Z2E3	1	0.656289	0.902295
Q9Y3I1	P18621	1	0.23690283	0.7231195
Q9NR77	O75381	1	0.7680748	0.7125436
Q96BT3	P13501	0	0.2981638	0.83704865
Q15562	Q9P0M6	1	0.37868634	0.941132
P35244	Q14CZ7	0	0.44877806	0.9895053
Q7KZN9	P19404	1	0.8593666	0.4834226
P46098	Q9H1E5	1	0.57293785	0.9787203
Q86UP8	O95786	0	0.685077	0.862986
Q9BWW7	Q8NAF0	1	0.69553995	0.8470565
P62805	Q9UKX7	1	0.3198381	0.8701668
P35869	Q8N6G5	0	0.2518657	0.7537175
Q9NRC8	Q12905	1	0.5936928	0.96488667
P40227	Q15828	0	0.5436645	0.99237365
Q9P0K8	Q96CB8	1	0.4554353	0.992056
P17542	P47928	1	0.49425077	0.9998678
P23769	P49715	1	0.6698823	0.88456005
Q9UBW7	Q9P2G9	0	0.47763196	0.9979987
Q8N6T7	Q9P0M9	0	0.6998597	0.84022444
Q8TDV0	O95600	0	0.14453799	0.49458703
Q8IWS0	P62851	1	0.7446847	0.7605176
Q9NRL2	Q92522	0	0.733651	0.78162885
Q8TAX7	O75964	0	0.5910912	0.9668096
O43298	O43541	0	0.41902316	0.973771
Q13428	P52569	0	0.1489154	0.50695837
Q9NZC7	Q13485	1	0.49569473	0.9999258
P46782	P17028	0	0.610339	0.9513012
O60925	Q15631	1	0.581366	0.9735183
Q9NRH3	Q9Y5B8	1	0.56431615	0.98345375
P61073	P35414	0	0.66621876	0.8894853
Q9NXX6	P25686	1	0.40233487	0.9618461
O95619	Q96BZ8	1	0.5384512	0.994086
Q9Y6A9	Q9P0M9	0	0.3955163	0.9563327
Q3V5L5	Q6P5X5	1	0.5291392	0.9966036
P62899	P62266	1	0.8467015	0.5191923
Q9NVH1	Q9NS73	0	0.31795803	0.8674429
Q9H3N1	Q7Z7N9	1	0.7828532	0.6799763
Q9UI95	Q5MJ10	0	0.480734	0.9985153
P62805	Q9H3S5	0	0.2536824	0.7573106
Q9Y2A9	Q86SF2	1	0.698714	0.84205097
Q8NBI6	Q9NY12	0	0.26430172	0.7777853
O75937	P62424	1	0.34468612	0.90351033
P01106	P49848	0	0.56549495	0.9828417
P10809	P62263	0	0.55645144	0.98725295
O43290	O00303	0	0.38369903	0.94589627
Q9Y3I1	O14843	0	0.4756746	0.99763304
Q16740	Q13206	0	0.34477752	0.90362394
P61313	P25398	1	0.60159165	0.9587166
P78563	P47914	1	0.4839008	0.99896324
Q96IT1	Q96EY1	0	0.17663121	0.5817305
Q9NWS0	P62750	1	0.29854557	0.8376644
Q9UBK5	Q9HAW0	1	0.2823481	0.8105106
Q3KNW5	Q96MN5	0	0.13460116	0.46593475
O95427	Q8N6M3	1	0.737222	0.7749029
O14901	Q8NDZ6	0	0.20055255	0.6413249
P35244	P62502	0	0.33937067	0.8967929
P21731	O75845	1	0.50215626	0.9999814
O14530	Q13485	0	0.279097	0.8048075
P78563	O95786	0	0.7016981	0.83727145
Q8TBP5	O75419	1	0.32090697	0.87170273
A2A3N6	Q6IQ32	1	0.28022254	0.8067915
Q96C86	Q09161	0	0.57521415	0.97737134
Q66K89	P09622	0	0.29818618	0.8370847
Q13838	Q8N3C0	0	0.74830455	0.7533794
Q9UBS4	Q9UBW7	0	0.16274333	0.5450317
P32239	P62857	0	0.37333542	0.93582433
P37840	Q13087	1	0.42658362	0.9784401
Q96HJ3	O60885	0	0.26315403	0.77561593
P14635	O43488	1	0.39896944	0.95917135
P46013	Q9NVU7	1	0.6334558	0.9287582
P19447	P17900	1	0.32987377	0.8842282
Q8IY92	Q96S59	1	0.2729607	0.79381263
Q9H0U6	P56597	0	0.2508681	0.75173324
P53539	Q9BYV9	0	0.609812	0.9517653
O00487	P49368	1	0.74919003	0.7516173
P62280	P61278	0	0.24904744	0.7480912
Q96HR9	P63279	0	0.31339368	0.8607123
Q9NXA8	P18847	0	0.49941906	0.99999857
Q15554	P17098	0	0.6663371	0.8893279
P63279	P15336	1	0.5154557	0.9990445
Q9Y5T4	Q14592	0	0.3655441	0.9276865
Q92633	Q6N075	1	0.606946	0.9542502
Q92830	P42766	0	0.61156195	0.9502157
Q8NHW3	O75444	1	0.70842075	0.82624316
Q9NPI1	Q99750	0	0.23454691	0.71813864
O94761	Q14919	1	0.50433886	0.9999247
P26373	Q04837	0	0.29271796	0.8281367
Q86V42	Q15942	1	0.6041479	0.9566128
P10809	O60911	0	0.3489293	0.90871054
O95786	Q9H944	0	0.32751966	0.8810021
Q7Z4V5	Q9UI95	1	0.25643712	0.7627085
Q9UGP8	Q96MW7	0	0.34223357	0.900439
Q86YP4	Q969S3	0	0.5248882	0.9975223
Q92905	Q9C0C9	0	0.48378477	0.9989482
O43889	Q8N682	1	0.4018082	0.9614335
Q13952	P62851	0	0.4244239	0.97715294
Q99714	P38919	1	0.35839984	0.91979754
Q92833	Q6ZN18	1	0.62461007	0.93788934
Q92522	Q9NX76	0	0.3132429	0.86048716
P85037	Q9Y5N1	0	0.34346142	0.9019827
Q8TAX7	P49356	0	0.35140523	0.9116783
Q96G91	P25490	0	0.2950981	0.8320609
Q5T6C5	P0C5Z0	0	0.599508	0.96039265
P54277	Q9NQR4	0	0.5116552	0.99945664
P05388	Q8IV13	0	0.31192994	0.8585186
Q9H1C4	Q96KC8	1	0.52467155	0.99756527
Q8NAT2	Q8N4H5	0	0.15913999	0.5352578
Q3B8N2	Q9Y6M7	1	0.47127932	0.99670047
Q9Y5Y3	Q6IAN0	1	0.7415995	0.7665187
Q8N567	Q7Z3K3	0	0.6999507	0.8400789
Q9NPI1	O15121	0	0.1629871	0.5456892
Q9NZC7	Q9H9B4	1	0.52677906	0.9971315
Q8WY22	P48643	0	0.4054841	0.964267
P25791	O94762	1	0.6248369	0.93766296
P62805	O95125	0	0.5743396	0.9778945
O75376	O75081	1	0.7341852	0.78062916
O75306	Q9UL63	1	0.24266717	0.7351192
Q5T619	Q9Y5Z0	0	0.26880717	0.7861995
Q08050	Q8WXX5	1	0.38851774	0.9502868
Q96KC8	Q8WY22	1	0.79654807	0.648237
Q6ZNB7	Q5T9L3	1	0.68130153	0.868519
O60911	Q5T9L3	0	0.66771144	0.8874915
Q92905	Q7Z478	1	0.5150441	0.9990947
Q6DKI1	Q92905	0	0.48855212	0.99947584
P62280	P25490	0	0.74152434	0.76666397
Q96B02	Q8TCT7	0	0.422573	0.9760203
Q04941	O14863	0	0.61888003	0.9434702
O75394	P62633	0	0.51969314	0.9984487
P62888	Q99081	0	0.4990948	0.99999666
O00487	Q6P9B9	1	0.68266445	0.86653477
O60885	P78364	1	0.64986455	0.91016245
Q15005	P61313	0	0.21699414	0.6796307
P35869	P55317	1	0.6505721	0.9093121
Q8NHZ7	Q8WUU4	1	0.6259848	0.93651134
Q9UHB6	Q9NVP1	0	0.2406627	0.73097664
Q9BYT1	O15235	0	0.29041168	0.82429093
Q96MF4	P26373	1	0.5233314	0.9978226
Q9HD34	O95994	1	0.67386824	0.87907934
Q04837	Q9UI09	1	0.8443038	0.5258196
Q68E01	Q96CB8	1	0.6064726	0.95465434
Q9H2F3	O96005	1	0.78545517	0.6740614
O15119	Q6P158	0	0.6660829	0.88966584
Q9NWS0	Q15369	1	0.52781564	0.99690515
P35270	Q99497	1	0.56435084	0.98343587
P35520	Q96HE7	1	0.6044839	0.95633245
P46013	Q9UBB9	1	0.474663	0.9974321
O95600	P36969	0	0.23008318	0.70857966
P49368	Q8IX18	0	0.5080211	0.9997426
P15941	Q99519	1	0.626104	0.9363911
O15446	Q14146	1	0.46391103	0.9947903
Q10471	O75937	0	0.22467217	0.6967783
Q969M3	O75586	0	0.19787072	0.6348716
Q9NWS0	P62280	1	0.30924317	0.8544473
O14880	Q5T653	1	0.51590407	0.9989883
O95786	P35269	0	0.5415287	0.9931015
Q9NX36	Q9UI09	1	0.52939796	0.99654305
O75593	P01106	0	0.5417108	0.99304086
P49450	Q9BZ95	1	0.47580975	0.9976593
Q8NFG4	Q9Y3S2	0	0.41342106	0.9700164
Q9NQV6	Q9Y467	0	0.7394046	0.7707417
P25490	Q99684	0	0.7031545	0.834913
Q9H6H4	Q8IWI9	0	0.12127229	0.4262613
Q12905	P05388	1	0.63357645	0.92862934
Q9NVP1	P16401	0	0.8118567	0.61098164
Q92522	P45880	0	0.28785217	0.8199732
Q9P0U4	Q8NHS1	0	0.24909528	0.7481873
Q9H0W5	Q96N21	0	0.3536457	0.9143217
Q9H9B4	Q8N490	1	0.89569974	0.37368685
O95786	Q8TBM8	1	0.48442805	0.99903005
P36954	Q96HR3	1	0.639143	0.92255694
O95402	Q9Y3C7	1	0.4873686	0.9993619
P01100	Q9Y657	0	0.53743845	0.99439347
P18621	Q9NQ50	1	0.747367	0.75523823
P62805	Q96JS3	0	0.47780618	0.9980297
Q92633	Q9UI95	0	0.42332825	0.9764857
P40692	Q9BV40	1	0.15670004	0.5285806
Q9H1X3	Q9Y2G8	1	0.864513	0.46852115
P14854	Q16718	1	0.4289413	0.97980267
Q05639	Q32P28	0	0.19945991	0.63870263
Q04837	Q05952	0	0.52172965	0.9981113
Q9NUH8	Q9Y385	1	0.5963551	0.9628628
Q8IY95	P14854	1	0.21581726	0.67696065
Q6P1K8	O43541	0	0.5795486	0.97468805
Q9Y2T7	Q9GZR7	1	0.62939674	0.93302596
Q9NPI6	P26196	1	0.27048108	0.7892842
P01106	Q5T4S7	1	0.39660117	0.9572347
Q9Y3I1	Q9BYC8	0	0.4204086	0.9746608
P78347	Q5VVJ2	0	0.5846595	0.97133106
P51608	P30040	0	0.27751413	0.80200016
P54368	Q9NWS0	0	0.4975773	0.9999765
O00566	O60832	1	0.8000908	0.6397821
O15062	Q92993	1	0.67107445	0.88293415
Q9BUE0	Q7Z4Q2	0	0.38403046	0.94620425
Q9Y320	Q7L5L3	0	0.82991964	0.56461215
O15055	P39019	1	0.48661318	0.99928325
P38117	Q15562	0	0.31633013	0.8650615
O94766	Q969S3	0	0.27699095	0.8010678
Q12874	O43290	1	0.74480414	0.7602837
Q86UK7	Q9UBS4	0	0.20610307	0.6544984
O14717	Q9Y3S2	0	0.51453286	0.99915516
Q10586	Q7Z2T5	0	0.38290945	0.94515926
Q9Y3I1	Q8TAE8	1	0.41868988	0.97355473
Q7L2E3	O43290	0	0.6407314	0.9207787
Q6UX07	P78371	1	0.54244936	0.9927922
P82932	P10070	0	0.45084006	0.9903332
P18621	P46782	1	0.60024613	0.95980287
Q8WYQ9	Q9H0U6	0	0.1418199	0.48682806
O00214	P62851	0	0.33472285	0.89073384
O75569	P45880	0	0.43977806	0.98549324
Q5MJ10	Q96GQ7	0	0.5304019	0.9963029
P25440	Q8WXI9	1	0.31938165	0.869508
Q7L0J3	Q7Z7K2	0	0.3453133	0.9042881
P15941	Q96NT0	1	0.3471052	0.9064927
O96000	Q9ULX6	0	0.3078184	0.85226494
Q96DV4	Q6R327	0	0.32061508	0.87128425
P23769	Q9ULD9	1	0.695345	0.8473613
P16152	Q8NEY8	1	0.3087601	0.8537092
Q08211	Q9BVJ6	1	0.6836241	0.86512876
Q9NUH8	Q8WXX5	0	0.35809135	0.9194477
P43234	O95260	1	0.2654624	0.77996844
Q03135	P51798	1	0.73164815	0.7853565
Q9Y3I1	O00746	0	0.45075673	0.9903004
Q9Y5P2	P49368	1	0.48174083	0.9986664
Q96IQ9	Q9UJP4	1	0.5105512	0.9995547
P23769	O95785	1	0.7186465	0.80877477
Q9ULU4	P62805	1	0.5283976	0.9967743
P01106	Q8WUG5	0	0.2605299	0.77061635
Q9H5V7	Q92830	1	0.59900665	0.96079075
P52434	Q9Y5U9	0	0.2875186	0.81940657
Q9UJX4	P61970	0	0.43664658	0.98394537
Q96C86	Q9HAF1	1	0.35623327	0.91732454
O95168	Q16594	0	0.24403223	0.73792195
Q96HR9	Q15041	1	0.76105344	0.7274044
Q9UMX2	Q8WWZ1	1	0.5280308	0.9968571
O15121	Q7Z4V5	1	0.2169075	0.67943454
O00716	P50991	0	0.35272732	0.91324306
Q9H2S9	Q96LL9	0	0.21580757	0.67693865
Q6ZN55	P07199	1	0.6144326	0.94762075
Q96EC8	P60983	0	0.39690012	0.9574817
P49450	Q96L73	1	0.54181427	0.9930063
Q69YG0	O75626	0	0.19790706	0.6349594
Q9NPI1	Q8TDD1	1	0.8044541	0.62923086
Q9UHI6	Q9NWZ8	1	0.6375118	0.924362
