Protein A	Protein B	T	S	uncertainty
P25440	P49407	0	0.5494231	0.9902294
O95402	Q9BPX1	0	0.35476035	0.91562176
P10176	Q8IYB8	1	0.93100464	0.25693998
Q8IWL3	P82980	1	0.608756	0.9526885
Q9Y4U1	P49368	1	0.50194556	0.99998486
P15923	Q96BF6	0	0.32537773	0.8780283
P10620	Q9Y6A9	1	0.50597274	0.9998573
Q6IWH7	P13010	1	0.18644434	0.6067314
O95793	Q9H2U1	1	0.58807933	0.96896815
Q5JX71	Q9NR12	0	0.54805124	0.9907643
A2A3N6	Q9Y3C8	1	0.38250464	0.94477934
Q9H582	Q7Z4V5	0	0.7126788	0.81907094
Q9BYD6	Q96PQ7	0	0.047296457	0.18023801
Q9NWS0	O14925	0	0.35783455	0.9191559
P02724	P48735	1	0.69559216	0.84697485
P27540	P62633	1	0.49126416	0.99969476
Q8N3Z6	Q8WVX9	0	0.13043514	0.45368728
Q9H2F3	Q9Y6Y8	1	0.65684086	0.90160376
Q14CZ7	P10809	1	0.8303681	0.5634277
P57738	Q96EC8	1	0.89494294	0.3760803
Q13485	Q9NX76	0	0.27326673	0.7943681
Q9H2K0	Q9NP80	1	0.54020035	0.9935357
Q96MF4	O60885	0	0.6871503	0.85989904
Q9H609	Q8NBS9	0	0.4942039	0.9998656
P85037	P16401	0	0.6456721	0.9151186
Q9Y3B2	P62701	1	0.6704511	0.88378567
Q99497	Q9Y2Z2	0	0.3336431	0.8893016
Q6UWN5	P26358	0	0.41898283	0.9737448
Q09161	Q92665	0	0.5682765	0.9813533
Q96EB6	Q96GQ7	0	0.6145928	0.94747394
Q16637	O43759	0	0.36790153	0.9301999
Q99459	P05388	1	0.5806456	0.97398514
Q9H2F3	Q96JJ7	1	0.8466694	0.5192814
O15055	P49327	1	0.5151067	0.99908715
Q02930	Q9UBL3	0	0.70669776	0.8291041
Q9BYS1	Q8TDT2	0	0.31535527	0.8636253
Q9UI14	Q8TBP5	0	0.8333616	0.5554801
P82912	Q9UFB7	0	0.047953334	0.18261525
P50553	P80188	1	0.43604502	0.983639
Q13569	Q9UBB9	0	0.45250753	0.99097794
O75113	Q9BY14	0	0.18845288	0.6117536
Q13144	O15265	0	0.3907186	0.95223033
P61313	P61513	1	0.9566137	0.16601564
P51608	P51946	0	0.5669472	0.9820723
Q9Y678	Q6ZVT0	0	0.25733405	0.76445293
Q9UGP5	Q9Y221	0	0.72261304	0.8017737
Q9P0M9	Q5T653	1	0.9700388	0.11625421
P35244	Q15828	0	0.6142784	0.94776183
P18621	Q9NW07	1	0.2735981	0.7949688
O95793	O95402	0	0.61993825	0.9424593
P55011	O95786	0	0.18780248	0.61013085
O43741	P10109	1	0.28314063	0.81188804
Q96I36	Q13423	0	0.9286641	0.2649884
P25490	Q8TED1	0	0.19069728	0.6173273
Q6ZN55	P62899	1	0.62098444	0.9414511
Q9H582	P39210	0	0.041804563	0.16022778
O76003	Q9UKX7	0	0.61111873	0.9506105
Q9H5J0	Q9GZV8	0	0.44743556	0.9889479
Q13304	O43676	1	0.8868953	0.4012481
Q5JX71	Q9Y6X1	1	0.731767	0.7851362
Q96ME7	Q99460	0	0.79809815	0.64454997
P23528	Q9UHL9	0	0.4208272	0.97492665
Q9UP52	Q16394	1	0.79999703	0.64000714
Q8IV31	Q9H2L4	1	0.70704556	0.8285285
Q92793	Q75WM6	0	0.2042907	0.65022403
P55317	Q9Y2T5	0	0.13514858	0.46753377
Q9UIQ6	Q08211	0	0.40837258	0.9664177
Q8NCC5	Q92949	1	0.22625445	0.7002535
Q9NV96	A6NGC4	1	0.7842657	0.67677206
Q96EB6	P49005	0	0.5010804	0.99999535
Q9UBS4	P30040	1	0.56023574	0.9854866
Q96P70	Q8N0Y2	0	0.35026136	0.9103134
Q13123	Q8N6G5	0	0.082671605	0.30334806
P63220	P62851	1	0.52710575	0.99706113
O95619	Q86TG1	0	0.10262288	0.3683657
Q9BUQ8	Q9Y2R4	1	0.71011335	0.8234095
Q8WTR7	Q12857	0	0.20297222	0.647098
O43167	Q96DV4	0	0.5563201	0.9873122
Q9H9B4	Q9NUH8	1	0.9798902	0.07882148
Q14973	Q99519	1	0.53711003	0.9944914
Q99459	Q2TBE0	1	0.7855774	0.67378217
Q401N2	Q2TBE0	0	0.51555556	0.9990321
P63173	Q04864	0	0.42826587	0.97941685
P52739	Q96K62	1	0.47414175	0.9973255
Q68E01	P52434	1	0.6837211	0.8649862
O14880	Q9NXZ2	0	0.21262583	0.6696643
O14978	Q99805	0	0.19850354	0.6363995
P51608	P46013	1	0.7301152	0.78818804
Q9UJX6	Q92793	1	0.47614503	0.99772376
Q8WWB5	Q96NC0	0	0.6262365	0.93625736
P16473	Q5U4P2	1	0.64446473	0.91651976
P54132	Q96EC8	0	0.13365966	0.46317902
Q9BU19	Q9H8H2	1	0.7972895	0.64647585
O60832	Q9UBK5	0	0.019882437	0.0779485
Q13887	O95600	0	0.71586996	0.81360066
Q9NZB2	Q96KR1	1	0.6226015	0.9398755
Q14494	Q16795	0	0.26760566	0.7839715
Q9P1U0	O00488	1	0.5651451	0.9830245
Q9HBX9	Q8TED1	0	0.7022733	0.83634204
Q9Y258	Q9H2C0	0	0.5163382	0.99893224
P42166	Q8N511	1	0.39483607	0.9557622
Q9NQV5	Q13485	0	0.6053919	0.95557016
Q49A26	Q9UDV6	0	0.32919976	0.88330907
P54707	P17900	0	0.37438253	0.93688107
Q8IWL3	Q7RTP6	1	0.4215454	0.97537947
Q9BUE6	Q9H2K0	0	0.87879324	0.42606273
O43167	Q9BYR5	1	0.30060485	0.84096634
P62750	P62256	0	0.33576185	0.8921033
P39210	Q96DV4	1	0.95237637	0.1814225
Q9BSJ5	Q99714	1	0.62485206	0.9376479
P15923	Q92793	1	0.4037188	0.96291965
Q99497	Q86WX3	0	0.119882636	0.42204314
P05388	Q9NX58	1	0.30768093	0.85205346
Q9H1X3	Q6NXT6	1	0.35705695	0.9182691
Q9BX68	Q9NR30	0	0.25365573	0.757258
Q9Y221	Q9NQE9	1	0.5490053	0.99039394
Q86U44	Q15369	1	0.23752543	0.72442836
Q13127	P54253	0	0.37693027	0.9394154
Q12905	Q6W0C5	0	0.35134512	0.9116069
P55769	Q8NDV1	0	0.28887618	0.82170695
Q9Y3S2	Q96MX0	0	0.44955045	0.98981935
P61247	Q15042	0	0.5941321	0.9645566
Q9H410	Q99543	0	0.5670159	0.98203546
Q9NPI1	Q9NVP1	1	0.71106684	0.82180315
Q9Y3I1	Q7Z3G6	1	0.42881584	0.97973126
Q9H582	P15313	0	0.4160081	0.97178143
P08047	Q9BUG6	0	0.5244012	0.9976183
A6NCF5	P17987	1	0.5402604	0.9935164
Q9BUQ8	Q96GQ7	1	0.89138114	0.3872832
Q9UGI8	Q8IY21	1	0.4982721	0.99998814
Q9NUH8	Q92935	1	0.8186205	0.5939239
Q9NRG1	Q9Y320	0	0.5466589	0.9912918
Q96LC9	Q99081	1	0.75393003	0.7420781
Q5JUK2	P46013	0	0.27722046	0.8014771
Q8IY95	Q8TCC3	1	0.5165658	0.9989023
Q9NRC8	O00566	1	0.7817631	0.68243825
Q9Y3S2	Q9NY93	1	0.5756136	0.9771303
Q9H582	Q9H244	0	0.03223933	0.12479982
Q9H8H2	P42166	0	0.37456822	0.93706745
Q96D03	Q3ZCW2	1	0.43520528	0.98320657
P17535	O43167	0	0.35712954	0.91835207
Q04864	P24863	1	0.5691151	0.9808924
P62805	Q8NDX5	1	0.31891564	0.86883384
Q4LE39	Q6ZRT6	1	0.41477275	0.97094524
P47928	O75161	0	0.6634334	0.89315814
Q9Y3I1	Q92508	1	0.606224	0.9548659
P01106	Q9BTC0	1	0.6299652	0.9324362
O43759	O75251	0	0.7428095	0.7641742
Q9UKU6	Q9UBS3	1	0.492461	0.9997727
Q8WX39	O95158	1	0.59879917	0.9609549
P61604	P37108	0	0.24794802	0.7458792
P49711	Q9UI30	0	0.28506893	0.81521857
Q9UMR3	Q96BZ8	1	0.6387468	0.9229973
Q9UHR6	Q6EEV4	1	0.36599717	0.92817295
Q9P2C4	Q05516	0	0.2370857	0.7235043
P35244	Q9UPQ0	1	0.5888538	0.96842
Q9H0R8	Q99459	1	0.5390444	0.99390215
Q96C86	O60832	1	0.46185705	0.9941804
Q9NR09	Q99909	0	0.13531034	0.46800578
P25791	Q8NFT6	1	0.5784446	0.9753858
Q99832	P55011	0	0.3765764	0.9390664
Q86VZ1	P52739	0	0.3241829	0.87635344
Q96HA1	Q9Y2R4	0	0.5168685	0.9988618
P49411	Q96CK0	0	0.18009137	0.59063387
Q9UN42	O00422	0	0.48728707	0.9993536
Q8TBP5	Q9BZS1	0	0.2453571	0.74062794
Q92905	Q9BZ95	0	0.3620411	0.9238693
Q96LX8	P62805	0	0.40494996	0.96386194
Q9NRY2	Q9H9Y6	0	0.5462546	0.9914421
Q99742	Q96BF6	1	0.36931366	0.9316843
P15374	P04155	0	0.5498601	0.99005586
Q9NY12	Q8TCT7	0	0.036488988	0.14063016
Q9NUH8	Q6N075	1	0.8076291	0.62145734
P62701	P42766	1	0.9268791	0.27109692
Q02930	P46782	0	0.7504191	0.7491611
Q9UBX1	P26373	0	0.33607715	0.8925172
A0PK11	Q9NZ53	1	0.8463826	0.52007633
P62805	Q8WUY1	1	0.5209578	0.9982431
Q14197	Q9BYC9	1	0.88193464	0.41650373
P18621	Q9H211	0	0.2524394	0.75485504
O43193	Q7Z4Q2	1	0.6746157	0.87803745
Q9UQR0	P49848	0	0.6459652	0.9147766
Q9Y5K5	Q8N5M9	0	0.35939202	0.9209175
Q9H1Y0	Q13405	0	0.34966043	0.9095921
P34995	P55265	0	0.59137666	0.9666012
Q05639	Q06136	0	0.3150695	0.8632028
P55000	Q86UD1	1	0.645452	0.9153748
P23560	Q96LI6	1	0.49186108	0.999735
O15239	Q96LL9	1	0.7140556	0.8167208
P15313	Q13113	0	0.15302478	0.5184328
Q9C0E2	P10809	0	0.5971892	0.96221703
Q92905	Q8TAE8	1	0.559485	0.9858461
P09622	Q9NT62	1	0.24190067	0.7335389
Q9Y2T7	P61247	1	0.55564934	0.9876126
P61619	Q9C0E2	0	0.27553988	0.7984706
P35244	Q01831	1	0.7177891	0.8102716
Q96GX8	Q96EL3	0	0.4023104	0.96182704
Q3KNW5	O95562	1	0.9169619	0.30457106
Q96BK5	P62854	1	0.78337497	0.6787945
Q13404	P15374	1	0.34815037	0.90776676
P04844	P19634	1	0.75964874	0.7303301
Q92793	Q6UWN0	0	0.10581162	0.37846208
Q13838	Q9Y5P3	0	0.21020049	0.66406494
P23769	Q7L5L3	0	0.27966815	0.8058155
P46782	Q9BTC0	0	0.5305977	0.9962551
Q8NBI6	P62888	0	0.5623683	0.9844408
Q15648	O43513	1	0.4188674	0.97367
Q8NHQ9	Q9NVD3	1	0.33607316	0.89251196
O43474	O95793	1	0.7489712	0.7520533
P35270	Q99731	0	0.23453936	0.71812254
O15321	Q99459	0	0.17788064	0.58495647
Q9NZC7	Q96P70	0	0.49570528	0.99992627
Q96JQ5	Q9BXP2	0	0.8418029	0.53268313
Q9Y2G8	Q8N511	1	0.76846325	0.7117099
P25490	Q96IQ9	0	0.68302363	0.8660094
P23769	Q8NFG4	0	0.43706146	0.984155
Q04864	P49411	0	0.31253177	0.8594226
O94761	Q9H1Y0	0	0.43427864	0.9827229
O95786	Q96C12	1	0.6322034	0.93008906
P62633	Q9BUJ2	1	0.7734715	0.7008534
Q8NCN5	P02775	0	0.3195231	0.86971235
Q9H0W5	Q8NCC5	1	0.06262576	0.23481509
Q9Y2K1	Q8N680	1	0.45022058	0.99008805
P48643	Q9H609	0	0.16712065	0.5567654
Q9UBW7	Q8NFG4	0	0.39123315	0.9526791
Q3ZAQ7	Q99437	1	0.93269306	0.25110686
Q969Q0	P62424	1	0.9124187	0.3196432
O94761	Q13123	0	0.83655167	0.5469319
Q8TF61	P63208	1	0.31327346	0.8605328
Q6ZW61	P61073	0	0.03408408	0.13168943
P10071	Q08380	1	0.23203728	0.7127839
Q99684	Q9Y5Y3	0	0.0467283	0.17817907
Q8NBB4	Q15697	1	0.4052294	0.96407413
Q5BKZ1	Q9UBK5	0	0.027709566	0.107766986
Q8N680	O43918	0	0.55862546	0.98625225
Q9NS73	O95793	0	0.6027791	0.95774585
Q9ULU4	Q9P0M6	1	0.66526854	0.8907452
Q9NWS0	P78563	0	0.61389923	0.94810784
O75381	P82650	0	0.4089661	0.96685135
P05388	Q9H116	1	0.24620627	0.7423549
Q9Y483	Q9NX58	0	0.82536	0.5765635
P14854	O75964	1	0.7739334	0.6998419
P36956	P85037	0	0.38831583	0.9501066
Q9NWS9	Q8WVZ9	0	0.5867836	0.96987444
Q9NRC8	P41002	0	0.4885136	0.99947226
Q96EL2	Q9NWS0	0	0.22961776	0.7075738
O95786	Q8NDX5	1	0.3370543	0.89379483
Q9BQ95	O95167	1	0.9206719	0.29214066
Q8WUU5	Q9UK53	1	0.49150693	0.99971145
P52434	P0DPB6	1	0.605927	0.9551179
P78563	Q15041	0	0.1695406	0.56318635
Q9NZC7	O75396	1	0.45587754	0.99221283
Q9NPJ8	Q8N6M0	0	0.45631757	0.99236745
Q8WX39	O95274	0	0.5480999	0.9907456
Q9H2A3	O15514	0	0.29981375	0.83970183
O43914	Q6AI08	1	0.6362486	0.9257453
Q71U36	Q6P4A7	1	0.64419955	0.91682595
P09001	Q16540	1	0.91320443	0.3170484
P62750	Q9C002	0	0.5838567	0.9718722
O95711	O95786	0	0.5692941	0.9807933
Q92830	P0CJ78	0	0.5372555	0.9944481
O00422	Q9P0K8	0	0.3747462	0.93724597
Q6NZ67	Q9UNZ2	0	0.5803447	0.9741789
Q9UBS3	Q9NYU2	1	0.41923898	0.9739106
P52434	Q96HR3	1	0.40658152	0.96509194
Q96CK0	Q96JM3	0	0.64967555	0.91038895
Q96HC4	Q9BYR5	0	0.30278754	0.84442896
Q8N6T7	P54132	1	0.4626361	0.99441576
Q14592	Q96JM3	1	0.38296014	0.9452067
P01308	Q96GQ7	0	0.60100925	0.9591885
Q13520	Q6ZSM3	1	0.24362582	0.7370891
Q6ZNB6	Q05516	0	0.65814215	0.8999642
Q9Y5X5	Q96HE7	0	0.69921595	0.841252
Q8IWL3	O60884	1	0.45577297	0.9921758
Q13887	Q68CP9	1	0.76821893	0.71223444
Q9UKX7	Q6IQ16	1	0.33660367	0.8932066
P42166	O60503	1	0.3071622	0.85125434
Q9UFB7	P10071	0	0.34911737	0.9089377
Q9H3R0	Q01831	0	0.67534876	0.87701124
P14635	O15498	0	0.3993283	0.95946085
P61073	Q9Y320	0	0.86705285	0.4610888
Q8TB37	Q9UJW3	0	0.15500659	0.52391815
Q9NS37	P51610	1	0.42219952	0.9757884
Q5VV17	Q9NR28	1	0.38752845	0.94940066
Q9UGI8	Q8NBF6	1	0.25433934	0.75860333
Q9NRC8	P49368	1	0.58923405	0.9681491
Q9UJA5	Q99832	0	0.57609355	0.97683907
P14635	Q15008	0	0.590633	0.96714264
P01106	Q96KR1	1	0.5876695	0.9692562
Q13838	Q6IQ32	0	0.28259966	0.8109483
O95445	O43298	0	0.45659742	0.9924648
Q9UIH9	Q8TDU6	0	0.10271373	0.3686545
P19404	Q7Z7H8	0	0.89371276	0.37996104
P06454	O14842	0	0.049686693	0.18887171
Q9UIF9	Q16236	0	0.39183545	0.9532017
Q96LT7	Q99832	0	0.37285322	0.9353348
O95600	Q9UPP1	1	0.5724779	0.9789878
P24385	P49368	1	0.71328527	0.81803757
Q13351	Q9NVP1	0	0.59403783	0.96462756
Q9NVR0	P54707	1	0.44969943	0.9898795
Q9Y274	Q9Y258	0	0.752777	0.74441516
O15321	Q9UGQ2	0	0.92830515	0.2662188
Q9Y394	Q9NR55	0	0.2300511	0.70851034
P62805	O00409	0	0.4044967	0.96351653
O95243	O60911	1	0.2886974	0.8214049
Q96HE7	Q2TAL8	0	0.20576605	0.65370554
P55769	O94953	1	0.26717117	0.783163
Q9H8H0	Q9NXV6	0	0.4891659	0.9995305
P08151	O96009	0	0.20518509	0.6523367
Q96AT9	P61970	1	0.31620347	0.8648754
P49711	P40429	1	0.875987	0.43453512
Q7Z3K3	Q99732	1	0.13536672	0.4681703
Q5T3I0	P82930	0	0.6978204	0.8434683
Q9UKX7	Q9NV56	1	0.3836446	0.9458457
O75444	Q96MX3	0	0.58897036	0.9683371
Q9H0W5	O14639	1	0.3571077	0.91832715
Q5JXX7	Q9Y320	1	0.67699844	0.87468624
P15374	P27449	0	0.92021924	0.29366314
P45880	Q8NEW0	0	0.69253635	0.851719
Q8N8A6	Q6EEV4	0	0.35994717	0.9215408
O75575	Q6EEV4	1	0.72387254	0.79952437
Q6NZY4	Q9Y450	1	0.5548184	0.98797977
P52739	Q9Y2X9	1	0.5172593	0.99880844
P36021	Q8N3A8	0	0.41668442	0.97223413
Q9Y5B8	P14416	0	0.22584417	0.69935435
Q96EG3	Q92785	0	0.6301885	0.93220377
Q8TED1	Q3KNW5	0	0.607212	0.95402235
Q96HE7	P04844	0	0.91828614	0.30014682
Q969R5	Q9NT62	0	0.5258051	0.9973364
Q13217	O75414	0	0.5779356	0.9757042
Q9NPC1	P67870	1	0.6361345	0.9258696
Q13520	P47929	0	0.3400361	0.8976462
Q5T3I0	Q9GZR7	1	0.7305303	0.7874231
Q14697	Q86U28	0	0.6499795	0.91002464
Q92560	Q9Y2U9	1	0.34804466	0.9076384
Q9NWS0	P52435	1	0.5020797	0.9999827
Q9NWS0	Q08211	1	0.6133481	0.9486088
P02775	P06307	1	0.82571924	0.5756279
Q8IWL3	Q8IXM2	0	0.37938324	0.94180644
P07737	Q9NWS8	0	0.41264758	0.9694782
Q8N4Q1	Q495W5	0	0.74671805	0.7565208
O43927	P46092	1	0.33703214	0.8937659
P00403	Q4LE39	0	0.10776298	0.38460046
Q2KHR3	Q9UKJ3	0	0.62385565	0.9386391
Q9UJW3	Q96JB2	0	0.46027634	0.99368805
P05388	P46013	0	0.26251656	0.77440643
Q9H2F3	P04920	1	0.58649933	0.97007143
P04201	Q14202	0	0.3514712	0.91175675
Q9NS37	Q96EB6	1	0.5734497	0.97842056
Q96J42	P84157	0	0.8471085	0.51806283
Q6PK04	Q969Q0	1	0.752027	0.7459296
Q66K89	O15198	1	0.31798142	0.86747694
P49448	O95139	0	0.9585061	0.1590886
O75569	Q12830	0	0.5102224	0.999582
P78563	Q5SVQ8	1	0.39855504	0.95883566
O75396	O15372	0	0.44864663	0.9894513
Q8N490	Q9C0E2	1	0.50830597	0.99972403
O60888	Q14554	1	0.8250724	0.5773117
Q8NI32	Q3ZAQ7	1	0.91868347	0.29881662
Q96HE7	P05388	0	0.6215901	0.94086343
Q96SF2	O00391	0	0.7490697	0.75185716
P03905	P62424	0	0.7936032	0.6551887
O95786	P06454	1	0.578456	0.97537863
Q6IWH7	Q6ZN17	0	0.08478839	0.31039727
Q9GZM5	Q9UBS4	0	0.5457304	0.9916349
Q99788	Q9UPQ8	1	0.87111044	0.44910815
Q8IW45	Q9BU19	0	0.13995542	0.4814716
O00624	Q9NQ11	1	0.79363966	0.655103
Q9C086	O15354	0	0.099193774	0.3574175
O75478	Q15648	1	0.66545486	0.89049876
Q9H9B4	P10809	1	0.8709848	0.44948113
Q14592	P10242	0	0.23957965	0.72872496
O15218	O75251	0	0.88574517	0.40480265
Q8N335	Q9BQ95	0	0.76822215	0.7122275
Q9C086	Q96B77	0	0.23548768	0.72013295
Q8N5W8	Q96FW1	0	0.42754146	0.978999
Q9BUQ8	O60888	0	0.13977075	0.48093954
Q9BUQ8	Q9H8H2	1	0.69886386	0.8418127
P04844	Q9UGP8	1	0.724028	0.79924583
Q9UBS4	Q8NCP5	0	0.39773503	0.95816755
Q7Z7K2	Q9UEG4	1	0.50683445	0.99981314
Q9BQ90	Q9NR30	0	0.5472737	0.9910608
O00303	Q71U36	1	0.48065978	0.9985038
P15923	Q9NQV5	0	0.15286314	0.51798403
Q96CB8	O43914	0	0.0407329	0.15629493
Q01201	Q13485	1	0.5316136	0.9960023
P01106	P43234	0	0.30335593	0.84532446
Q03135	O95563	0	0.7781095	0.6906204
Q9C002	Q99742	0	0.21387541	0.6725309
Q6ZN55	Q7RTU1	0	0.511449	0.99947566
O94761	P23396	1	0.69414353	0.84923315
P62899	P62847	1	0.8542841	0.4979311
Q9BU76	P67870	1	0.7314657	0.78569454
Q96JS3	Q15697	1	0.39518917	0.95605874
P08588	Q96N64	0	0.3391679	0.8965321
P06280	Q8WYQ9	0	0.3985907	0.9588647
P39019	P57071	1	0.4330509	0.98207134
P08047	Q9UGI8	0	0.7643939	0.7203834
Q9NZ42	P62701	0	0.17217071	0.5701119
Q04864	Q6NYC8	1	0.5452106	0.99182403
Q9Y6M7	P62805	0	0.14193596	0.4871606
O95260	Q8IWV8	1	0.607553	0.9537294
Q6ZN17	Q96GQ7	1	0.8356822	0.5492698
Q9ULX6	Q8N895	1	0.54090554	0.99330693
Q13129	P62805	0	0.59007436	0.96754646
A0JLT2	P50406	0	0.23385197	0.7166609
Q8TDV0	Q5JXX7	1	0.47255513	0.99698704
Q9Y2N7	O60885	0	0.31048045	0.8563293
Q9HCK5	O95168	0	0.52262974	0.99795157
Q15697	Q8IZ40	1	0.6818297	0.86775184
P62805	Q9UQR0	1	0.4140374	0.97044176
Q92793	Q03135	0	0.17584032	0.579682
Q9NUH8	Q9H2C2	1	0.8763804	0.43335122
P25090	Q9UI26	1	0.68116456	0.8687176
Q14562	Q13123	1	0.85078293	0.50780535
Q15274	Q5VZL5	1	0.30104563	0.8416686
Q9NPI1	Q14197	0	0.39117125	0.9526253
Q9NPQ8	O00399	1	0.49831182	0.9999886
Q9P2G3	Q9UJP4	1	0.64763105	0.9128203
Q9H0W5	Q9H9B4	1	0.35363898	0.91431373
Q9UNL4	P01106	1	0.56892294	0.9809985
P30411	P30968	1	0.60755914	0.95372415
Q5TCM9	O60503	0	0.533119	0.9956125
P61073	P49327	0	0.81468725	0.60388774
P49788	O15014	1	0.23994857	0.729493
Q6N075	P26678	1	0.3300407	0.8844553
Q9NZC7	P54132	0	0.4428225	0.986923
Q9UKT9	Q9Y5B8	1	0.30061898	0.8409888
Q9BUZ4	P49916	0	0.64764684	0.9128016
P10176	Q02930	0	0.026755085	0.104157
O95994	P50990	1	0.6481654	0.91218805
P58012	Q9Y2R4	1	0.6545547	0.9044514
O43474	P46782	1	0.63264	0.9296265
P01308	Q92917	1	0.5212393	0.9981956
Q96EY8	P17028	0	0.16188036	0.5427004
O15446	Q5T4S7	1	0.6023715	0.9580803
P82912	Q8IVS2	1	0.92386204	0.28136387
O00178	P41091	1	0.78812414	0.66793793
Q9HC97	P55011	1	0.8393475	0.53937316
Q92889	Q13887	0	0.1573494	0.53036225
Q92583	O75376	0	0.19156125	0.6194622
P49715	Q9UBL3	0	0.6296162	0.93279856
Q96T23	Q9BYS1	0	0.25226736	0.75451416
P09622	P41227	1	0.12776475	0.44576365
Q5SSJ5	P62847	1	0.8956483	0.3738497
P05388	Q99750	0	0.20547733	0.65302557
Q9BSA4	Q86YF9	0	0.43649158	0.9838667
P51608	Q7Z2T5	1	0.772598	0.70276123
Q08050	Q7Z2T5	1	0.7466852	0.75658566
P62424	O15431	0	0.039215703	0.15071133
P01106	Q5VWG9	0	0.51784277	0.99872655
Q14562	Q16514	0	0.32678813	0.8799906
Q9H0R8	Q96CT2	0	0.46610478	0.9954045
Q15942	Q9ULD4	0	0.48972738	0.9995779
O95711	Q9NWK9	1	0.47764197	0.9980005
Q9UL63	Q04837	0	0.37143674	0.933886
O95274	Q7Z7E8	1	0.6603543	0.897146
Q01831	Q9BZQ6	0	0.17074254	0.56635815
Q92620	Q8NBW4	0	0.045088705	0.17222285
P18621	Q96CS4	1	0.51449394	0.9991597
Q8N0Y2	Q9P2G9	1	0.43355107	0.9823382
O94761	Q7Z7K2	0	0.6243313	0.9381669
Q9BRJ6	O75643	0	0.50287825	0.99996686
Q9NQX0	Q99612	0	0.5087047	0.9996969
O95786	Q9P2G9	1	0.41982856	0.9742902
O43889	Q9UKB3	0	0.3908217	0.9523204
P35610	Q13405	0	0.6273884	0.93508875
Q2TAL8	P17028	0	0.5421414	0.99289644
Q8IWL3	Q96EY8	1	0.89505196	0.37573582
O60870	P62424	1	0.8722469	0.44572893
Q02363	Q09161	0	0.37253404	0.9350097
O75379	P31939	0	0.30064493	0.84103024
Q92993	Q9H944	0	0.44433624	0.98760617
Q9NVP1	Q9Y2G8	0	0.27294815	0.7937898
Q8N9M1	Q16254	0	0.57668537	0.97647744
P17568	Q9BX79	1	0.32042235	0.8710075
Q9NRC8	P16615	1	0.45952648	0.9934476
P40429	Q9Y3D5	1	0.9094475	0.329411
P04920	O60885	0	0.12715691	0.44395214
P40227	Q02086	0	0.119110234	0.41969195
Q8N490	Q96ER3	1	0.52196723	0.99806976
P47900	P51674	1	0.74994564	0.7501087
Q15738	Q9BZE0	0	0.25597864	0.7618143
Q8IWL3	Q9NRL2	0	0.45993415	0.993579
Q9NX58	Q5JRM2	0	0.52237064	0.99799824
Q92522	P09960	0	0.7013813	0.83778226
O43741	Q9BTX3	0	0.42585596	0.9780106
Q92858	P61513	0	0.61941844	0.9429569
P17568	Q9Y3S2	1	0.276742	0.80062354
P57678	Q9NWZ8	1	0.64588845	0.91486627
P07737	O95273	0	0.37553993	0.9380388
P49450	P07199	1	0.6772135	0.87438154
Q9Y6H6	Q6SPF0	1	0.33571395	0.8920403
O95786	O60888	1	0.30697536	0.850966
Q92905	P15822	0	0.37557092	0.93806964
Q9Y320	Q9NY12	0	0.7451092	0.75968593
P35270	P51636	0	0.24546042	0.74083847
Q9NUH8	Q9ULX9	0	0.1705551	0.5658642
P18621	P63241	0	0.56543124	0.982875
Q9NV56	Q9H2F5	1	0.7011547	0.8381471
Q99856	Q8IVM8	0	0.0627501	0.2352501
Q9C0C9	Q9BTE3	0	0.6498844	0.91013867
O94817	P30411	0	0.21455424	0.6740829
Q13642	Q86XP3	0	0.71602327	0.8133358
Q99437	Q14697	0	0.40541974	0.9642183
O14880	P14635	0	0.08292344	0.30418858
P35269	P21246	1	0.38260305	0.94487184
O43615	Q00403	1	0.27730748	0.8016321
Q9NRC8	P18583	1	0.52243143	0.99798733
O95125	Q6IE81	0	0.5543406	0.9881884
Q8WU49	Q9BT73	1	0.5005945	0.99999857
P11836	Q7Z3K3	0	0.2760003	0.79929656
Q92905	O43396	0	0.49172863	0.9997263
Q08211	P62847	1	0.6102704	0.9513618
Q9Y5T4	Q14197	1	0.6169927	0.9452508
Q969M3	Q9UBW7	0	0.1856275	0.6046797
P61513	Q6IQ21	1	0.37230816	0.9347792
Q92905	Q9BUQ8	0	0.7567607	0.73629576
P11161	Q04837	0	0.35731927	0.91856885
O43823	Q9P1U0	0	0.37513748	0.93763745
Q9NX36	Q7L2E3	1	0.16827682	0.55983895
P49327	P21246	0	0.26211208	0.77363735
Q7L2E3	Q9Y3D3	1	0.43165722	0.9813171
Q14166	O60885	0	0.25123072	0.75245535
Q9Y2T7	P41002	0	0.22227544	0.6914763
Q9BQS6	P49450	0	0.4269536	0.9786569
Q9Y4X4	Q969R5	1	0.65857106	0.89942086
Q9NWT8	Q5T3I0	1	0.1568365	0.5289552
Q9HAZ2	P13010	1	0.6026337	0.9578653
P10242	P01106	0	0.5604797	0.98536885
Q8TD33	Q16394	1	0.8722053	0.44585282
O95260	Q96IW7	0	0.23063195	0.7097634
Q9H609	Q9BTE3	0	0.46734515	0.9957347
Q8N554	O75643	0	0.6333624	0.92885786
Q99853	Q9NP92	1	0.5681496	0.98142254
O94761	O15014	0	0.4813351	0.9986065
Q99742	Q16650	0	0.38539067	0.94745886
P24864	O94955	1	0.37878242	0.94122523
