Protein A	Protein B	T	S	uncertainty
Q13127	P61513	1	0.79246205	0.6578638
Q96P70	P46926	1	0.50578237	0.99986625
Q53R12	Q96B77	1	0.8824581	0.41490322
Q2TBE0	P17535	0	0.22240992	0.691775
P50991	P13667	0	0.5823498	0.97287405
Q92785	Q9BWJ5	1	0.5409728	0.9932849
Q96HR3	Q92905	0	0.63945836	0.92220545
Q9NRX2	Q06136	0	0.56816983	0.9814115
Q8WVZ9	Q9NRC8	1	0.4730113	0.99708647
Q9Y467	Q5SVZ6	1	0.54774505	0.9908816
Q96K58	Q6ZN55	1	0.5045952	0.99991554
P10073	Q00403	1	0.6719418	0.881744
Q02363	P49411	0	0.43006364	0.98043567
P33552	Q99714	0	0.38762873	0.9494908
Q9H244	Q9BVG9	1	0.78946877	0.66483134
P23368	Q86U28	0	0.7841886	0.6769473
Q08211	P61247	0	0.5546848	0.9880383
P63173	P62424	1	0.71304905	0.8184404
Q9Y692	Q9UBW7	0	0.57073677	0.97998524
Q02363	Q9UEE9	1	0.5383859	0.99410605
Q8NDZ0	P49643	0	0.52421325	0.99765486
P18621	P19634	0	0.21310923	0.6707747
Q9H9B4	P08151	0	0.061881103	0.23220733
Q6ZN18	Q8WVZ9	1	0.5998927	0.9600858
O43396	P25440	0	0.33734065	0.8941677
O14880	P60201	1	0.644719	0.9162256
Q96K58	Q8N8A6	1	0.6217366	0.9407208
Q9NWS8	Q15047	1	0.17263901	0.57133913
Q9Y3A3	Q9NPI1	0	0.41802382	0.9731196
Q9Y6H6	P0C7P0	0	0.55278796	0.98885375
Q8WVZ9	O60832	0	0.47166058	0.9967874
P61313	Q99519	0	0.40348506	0.96273947
P02778	Q8N4Q1	0	0.6749866	0.8775188
O95786	Q9UKM7	1	0.3736358	0.9361284
Q12952	Q04837	1	0.43683663	0.98404163
Q8WUU5	Q9P281	1	0.5516195	0.9893417
Q9C009	Q1KMD3	1	0.6758953	0.8762434
Q8N511	Q9UJW3	0	0.38397416	0.946152
P50406	Q6RVD6	0	0.32967764	0.8839612
Q8TAE8	P18621	1	0.5757174	0.97706753
P49407	Q9C002	0	0.37523034	0.9377302
Q99750	Q8IXM6	0	0.6368107	0.9251313
Q9Y2G8	Q13217	1	0.5859514	0.97044945
P63173	Q9NPQ8	1	0.44630054	0.98846555
P09622	Q9NRY2	1	0.13930598	0.4795993
Q14697	O95571	0	0.52866733	0.99671274
Q8N4U5	O14901	1	0.33643863	0.89299065
P0C7T5	P01106	0	0.283604	0.81269103
Q13485	P57738	1	0.2506602	0.7513187
Q15047	Q14562	0	0.70144504	0.83767956
Q8IZ57	O75937	0	0.46415466	0.9948605
P47775	Q8NDZ6	1	0.8757976	0.43510458
O94761	P22234	1	0.6460126	0.91472125
Q96K37	P01106	0	0.13423692	0.46486947
P13232	Q2KHR3	0	0.48591375	0.9992063
Q14872	Q16581	0	0.16676569	0.5558196
O75683	O95793	1	0.218236	0.6824362
Q6IQ21	Q96DV4	0	0.58859676	0.9686025
P45880	P61247	1	0.3442469	0.90296394
Q03135	Q9Y6M7	1	0.6811618	0.8687216
O75251	P63279	0	0.3825612	0.9448325
O95881	Q96EU7	0	0.62109303	0.94134593
Q96HR3	Q96Q45	0	0.60417736	0.9565883
Q9C002	Q16718	1	0.8274673	0.5710606
O15446	Q12830	1	0.4103839	0.9678758
Q13485	O43541	1	0.5259282	0.99731094
O60266	Q6IE81	0	0.26070914	0.7709595
Q9UKT9	O14880	0	0.31027445	0.8560168
O43823	Q86XP3	0	0.6711331	0.88285387
Q04837	P62805	1	0.37686017	0.9393464
P0CG08	P54707	0	0.7913324	0.66050166
Q9Y6Q9	Q9C0C9	0	0.42978793	0.98028105
P53539	P15336	1	0.5490591	0.99037284
P51608	Q9H2K0	0	0.6984306	0.84250116
Q9ULD5	Q9Y2G8	0	0.47536573	0.99757254
Q8NCA9	Q9NXF7	1	0.48018718	0.99842983
O14842	Q8WZA1	1	0.7758908	0.69553703
P17535	P15336	1	0.47612563	0.9977201
Q9UJV9	Q9BUQ8	1	0.7416961	0.766332
Q9NPE3	P26373	1	0.6285748	0.9338741
Q93063	P07199	0	0.3237414	0.8757316
Q9UKG4	Q6ICL7	1	0.5648076	0.9831999
Q9Y2Q3	O95785	0	0.21101587	0.6659527
Q96NC0	Q9NR55	0	0.12190462	0.42817554
Q9NX58	Q9Y2A9	0	0.14314818	0.49062714
Q9P0K8	P09001	0	0.4020608	0.96163166
Q9BWH2	P47929	1	0.32192275	0.8731539
Q3KQV3	Q86U44	0	0.5278144	0.99690545
Q9HC97	Q969M3	1	0.81972307	0.5911086
O60870	Q9NVM6	1	0.51906157	0.9985466
O00716	Q9NXE4	1	0.53086084	0.9961904
Q96FI4	O00566	1	0.6900849	0.85547096
P35268	Q9BU76	0	0.77165914	0.70480525
P23396	Q9UEG4	1	0.26627892	0.78149784
P29371	Q15042	1	0.4087709	0.96670896
Q8NHQ9	Q99853	0	0.23582658	0.7208496
Q92793	Q13105	1	0.5460286	0.9915255
Q8TDU6	O75081	0	0.35866392	0.92009646
Q9UQR1	Q9NZC7	0	0.35349485	0.91414493
Q9NYF3	P15923	0	0.5380791	0.99419993
Q8IY92	Q9GZR7	1	0.5632181	0.98401386
P08173	Q96JB2	1	0.59572256	0.96334875
O94761	Q99714	1	0.6421733	0.919147
O95786	A6NFD8	0	0.42932197	0.98001844
Q9BQ95	Q8WW01	0	0.22697076	0.70182014
Q9UBK5	P67870	0	0.4771055	0.99790335
Q9NZC7	P39019	0	0.6289103	0.93352854
Q14534	P60201	0	0.57503057	0.97748166
Q53TN4	O75419	0	0.5958952	0.9632165
P25398	P61247	1	0.5551449	0.9878362
Q969R5	P49368	1	0.5853011	0.9708949
Q96C55	O75683	1	0.62113994	0.94130045
O75626	Q04837	1	0.38338646	0.9456051
Q9Y2E8	P62854	0	0.12727466	0.4443033
Q9NZC7	Q53GQ0	1	0.69037604	0.85502785
Q08722	P24385	0	0.45670214	0.99250126
P35414	P62805	0	0.36290637	0.9248214
Q9BPU9	Q9UKX7	1	0.40532956	0.96414995
Q49MG5	P18621	0	0.54875433	0.99049205
P10809	P38117	1	0.6675169	0.88775235
O95402	O60583	1	0.5015741	0.9999901
O75586	O95168	0	0.44023752	0.9857138
P25791	Q9Y385	0	0.5200652	0.99838954
Q9NZC7	P55786	1	0.7140744	0.81668866
Q9Y618	O94953	0	0.45581412	0.9921904
Q86XP3	Q14241	0	0.49777287	0.99998015
Q96NB3	P49327	0	0.4207575	0.9748825
O75643	Q9BUY5	0	0.44899598	0.9895944
Q13330	P58418	0	0.15627775	0.52742004
Q6P9B9	O15514	1	0.25932887	0.76830965
Q49AN0	Q6IBW4	0	0.32962322	0.883887
Q6TCH7	Q9NPA1	0	0.710033	0.82354456
Q8NG68	Q96GQ7	0	0.45694345	0.9925845
P01106	P06744	1	0.47324857	0.99713737
Q8TDU9	P01042	1	0.72063386	0.8052828
P67870	P14635	1	0.35290885	0.9134568
P40429	Q8N5W8	0	0.08010856	0.2947647
Q04656	Q969J2	0	0.19715059	0.63312894
Q96HE9	O95625	1	0.525048	0.9974904
Q7Z4V5	O75475	1	0.7864707	0.67173815
Q9UPY3	Q14686	1	0.28521624	0.81547177
P30556	Q9HD20	1	0.8576726	0.48828134
P54253	P35268	1	0.36330634	0.92525935
O75593	Q9NXE4	1	0.5541924	0.9882527
P55769	P18621	0	0.6379958	0.92382866
Q3B726	P09669	0	0.42898878	0.97982955
P38919	Q9BUJ2	1	0.58917874	0.9681886
Q9UBS3	Q9NX58	0	0.30902374	0.85411227
P25440	P49711	1	0.65084505	0.9089831
P62805	P17987	0	0.62215626	0.9403114
O95793	P49327	1	0.47351798	0.99719477
O43741	Q5JX71	0	0.36720735	0.92946446
Q01831	Q9P0M6	1	0.6959532	0.8464094
Q92830	Q8TF50	0	0.33171406	0.8867194
Q14679	Q9GZR7	0	0.49115112	0.99968684
P48201	Q92993	0	0.16457526	0.549961
Q9NX58	Q08211	1	0.6289009	0.93353826
Q9H8E8	Q92841	0	0.6817076	0.86792934
P86480	Q8WYQ9	1	0.53512764	0.9950642
Q8N680	P51610	0	0.5435905	0.99239945
O94761	Q96FI4	0	0.5242281	0.997652
Q92585	Q9NWS8	0	0.21669403	0.6789509
Q96HE9	P57071	1	0.5607395	0.98524284
Q71U36	Q9BUQ8	0	0.43100762	0.9809602
Q9NS73	P35244	0	0.46793526	0.9958874
Q9NR30	Q6PI26	1	0.3257128	0.8784959
Q02930	Q9UKR5	0	0.23647246	0.7222129
P62805	Q9Y483	1	0.35411993	0.91487604
Q13405	Q9BTM9	0	0.5190932	0.9985418
O15516	Q9UKX7	0	0.6450507	0.91584116
Q01831	P63173	0	0.798799	0.6428767
O95619	O95997	1	0.3109409	0.85702664
Q9NR30	P55317	0	0.22833969	0.7048027
P30876	Q9UN42	0	0.14435655	0.49407095
P62888	P25791	0	0.23214388	0.7130124
Q9BYS1	Q99707	0	0.5466778	0.9912847
O60315	O95365	0	0.5567527	0.9871165
P38919	Q8IWZ8	1	0.542227	0.9928675
O14497	P49789	0	0.3237309	0.8757168
P10809	P37108	0	0.22877	0.7057371
Q9Y320	Q86WB7	1	0.6094492	0.95208347
P63173	P61513	1	0.75574285	0.7383824
Q9ULM3	Q9UGP8	0	0.517659	0.99875265
Q9Y5Y3	P01106	0	0.28295526	0.8115663
Q96I36	Q9NUD5	0	0.17197104	0.569588
Q12857	Q9ULL5	1	0.57601136	0.9768891
Q96JP5	Q9Y3C8	0	0.45693246	0.9925808
Q92793	P49368	0	0.43325564	0.9821807
Q96CK0	O95182	0	0.4335651	0.9823456
Q8WTR4	Q6UW68	1	0.92544854	0.27597418
Q8N446	Q9BT73	1	0.39202663	0.95336694
P15822	Q9UKD1	0	0.4259477	0.9780651
Q96B49	Q5T9L3	1	0.77030236	0.70774657
O95793	O75306	0	0.3829067	0.9451567
Q02930	Q9Y5P2	0	0.2737404	0.7952264
P54219	P11836	1	0.521599	0.99813396
Q9NUQ7	O60281	0	0.3738045	0.9362988
P85037	Q15428	0	0.68192476	0.86761355
A9YTQ3	O75190	0	0.58269083	0.9726489
Q9P2N7	Q9Y2R4	0	0.55262154	0.9889239
P22466	P23560	1	0.5493496	0.99025846
Q14197	O60216	0	0.23607495	0.72137433
P82932	Q8WYQ9	0	0.1090733	0.38870528
Q96MX0	Q13520	1	0.7131438	0.81827885
Q5VZL5	Q9H2P0	1	0.5943041	0.96442693
Q14973	P46782	0	0.3718338	0.9342937
P04090	Q9NPI1	0	0.41741833	0.97272104
P39019	Q9UI09	0	0.7517147	0.74655885
Q96QD8	Q9NWT8	0	0.6228802	0.9396018
Q9P0S3	O43889	1	0.22613026	0.69998145
Q9Y2T7	P31629	0	0.4249742	0.9774845
Q9NP80	Q9NQS5	0	0.14691918	0.50133574
Q99750	Q6RVD6	1	0.35849404	0.91990423
P04844	P0CG08	1	0.82042485	0.58931166
Q9H6H4	Q96HH6	1	0.7727208	0.7024934
Q9NW08	Q9H9Y6	1	0.4997224	0.99999976
Q86UK7	Q9UL63	0	0.55556154	0.98765165
O75151	P35244	0	0.4627537	0.99445087
Q8N0Y2	Q9P0K8	0	0.39380762	0.9548927
Q99459	Q9NR12	1	0.2907288	0.82482225
P62750	P39210	0	0.24349025	0.73681104
Q9H8H2	P63279	0	0.40328428	0.96258426
Q14CW9	Q16514	1	0.3677383	0.93002737
O95994	Q9H1A4	0	0.6890927	0.8569758
Q8N680	Q96FI4	0	0.45807448	0.99296904
Q08211	Q8TDG4	1	0.36490726	0.9269998
Q4U2R8	Q9UIF8	0	0.2971082	0.8353397
Q6NUN9	P49411	1	0.5054634	0.9998806
Q12947	P42166	0	0.62816674	0.93429315
Q9Y3I1	Q9H1N7	1	0.4393144	0.98526907
Q9Y6M5	P42568	0	0.31091073	0.85698104
Q6TCH4	Q08211	0	0.46185187	0.99417895
P56556	P54886	0	0.6831639	0.86580396
P01106	Q9H1A4	0	0.47291267	0.9970651
Q8TCX1	Q9UHG0	1	0.37400857	0.93650466
Q9GZM5	Q9P0J7	0	0.2824254	0.81064516
P35414	Q9NY12	0	0.40680256	0.965257
Q6P9G9	P10073	1	0.65368	0.9055298
Q9UHI6	O75376	1	0.3695561	0.9319376
Q9BX68	Q8TF50	0	0.074766085	0.27670446
P62280	Q13630	0	0.5385287	0.9940622
O15156	Q9Y4X3	0	0.37646025	0.93895173
P61313	Q13206	1	0.7854482	0.67407733
O43653	Q8NCS7	1	0.8974936	0.36799535
Q58F21	O60583	1	0.49204388	0.99974686
Q9Y3S2	Q92766	1	0.59174985	0.96632785
Q92499	Q5TCM9	0	0.20312761	0.64746714
O00409	Q8TDL5	1	0.28507867	0.8152353
Q9NXE8	Q92874	0	0.15023392	0.51065475
Q8N680	Q9UKD1	1	0.5867811	0.96987617
Q14CW9	Q86TJ2	1	0.568327	0.9813257
Q8TBC5	Q15697	1	0.3137437	0.86123437
O60885	Q58F21	1	0.56828	0.9813514
O14842	Q9Y221	0	0.5043757	0.9999234
Q9NVX7	P78371	1	0.5448493	0.99195415
Q96FI4	Q96K58	1	0.6629723	0.89376014
Q8IWL3	P49005	1	0.67568994	0.8765322
Q9NPA1	P62424	0	0.46136588	0.99402964
O00487	Q9GZR7	1	0.35391352	0.91463494
Q8IWL3	P49643	1	0.63006294	0.93233454
Q96I36	P14854	1	0.69994104	0.8400943
P52435	Q9Y3D5	0	0.59551066	0.9635109
P62424	P39019	1	0.5772713	0.9761166
P48735	Q9Y221	0	0.42282593	0.9761767
Q96FT9	Q92993	1	0.45373592	0.9914385
Q86SR1	O75478	0	0.40878755	0.9667212
P10809	Q8TED1	0	0.5761645	0.9767959
P35244	P05198	1	0.66868895	0.88617617
O95793	Q9NYU2	1	0.40420875	0.9632961
Q8NCA5	Q9UPP1	0	0.4609255	0.9938928
Q9H1X3	P02786	1	0.3914498	0.95286745
Q9UKX7	P34969	0	0.097775005	0.3528602
Q9HCG8	Q9BPZ7	0	0.15076748	0.5121466
Q96J42	Q71U36	1	0.7005993	0.8390397
Q12950	O75379	0	0.18488659	0.60281414
O75376	Q9NRC8	0	0.41308278	0.9697816
P03886	P24863	0	0.58179504	0.9732383
Q9BU19	Q8TDD1	1	0.7108575	0.8221564
Q9H8E8	Q92830	1	0.5276075	0.9969513
Q6IAA8	P61244	0	0.2911467	0.8255212
O75626	Q9UHF7	1	0.62845206	0.93400025
O75376	P41182	1	0.37277818	0.93525845
P26373	Q9NWS8	0	0.27427375	0.7961906
O75752	Q92993	0	0.48473966	0.9990685
P57060	Q96HC4	1	0.5287113	0.9967026
Q6PEX3	Q96ME7	0	0.30880445	0.85377705
Q13330	Q92560	1	0.56284225	0.9842034
P26373	Q49A26	1	0.37094387	0.93337804
Q99742	Q9BTE3	1	0.55897355	0.98608845
Q5T653	Q96EL2	1	0.83872837	0.54105234
Q10471	P49184	0	0.5899699	0.9676217
Q00403	O15060	0	0.31944922	0.8696057
Q9ULL5	O94772	0	0.14812979	0.5047494
P54253	Q8TCT7	0	0.2579103	0.76557034
O75379	Q9HD45	0	0.7192215	0.8077678
Q96FL8	P18621	0	0.5273113	0.9970164
Q9Y6M5	P46013	0	0.21973862	0.68581426
P07737	Q93052	1	0.21482718	0.67470586
Q8TDT2	Q8WZ60	0	0.46435386	0.9949174
O95793	Q9UIQ6	0	0.37010518	0.93250936
O14925	Q9UDV7	0	0.17810822	0.58554274
Q13951	Q99081	1	0.57394457	0.9781288
P38919	Q9UI95	1	0.5226457	0.9979487
Q9NQ50	Q14973	0	0.16206159	0.54319054
Q93063	P62888	0	0.4350704	0.9831366
P62805	Q9H582	1	0.51939964	0.9984946
Q9UJV9	Q12874	1	0.5940837	0.964593
P23368	Q9UI95	0	0.41286877	0.9696326
Q8IZ57	Q8WUU5	0	0.2981617	0.8370452
Q04837	P13807	0	0.527898	0.9968868
Q9NPA3	Q9H1C4	0	0.41330814	0.9699381
Q13330	Q99832	0	0.5388469	0.99396366
P18621	O43167	1	0.20059574	0.64142835
Q5VW38	Q9NR12	0	0.38131014	0.9436509
Q9GZV8	P54253	0	0.52946544	0.99652714
Q99612	Q9H582	1	0.6135116	0.94846046
Q9HC97	O95600	0	0.2879225	0.82009256
Q9H7F0	Q9BSR8	1	0.6637709	0.89271635
Q7Z7K2	Q9Y385	0	0.42835125	0.9794658
Q9ULU4	O60503	1	0.30823457	0.8529041
Q9UKX7	Q96EL2	0	0.45372763	0.9914355
Q9BVI0	Q9NS73	1	0.49436438	0.999873
Q96Q45	P18847	0	0.24157035	0.73285645
Q14197	Q6UWT4	0	0.47925115	0.99827796
O75569	Q9Y316	0	0.54268605	0.9927116
Q6NZ67	Q99941	0	0.46225545	0.9943013
Q9Y5K5	P07737	1	0.56195885	0.9846444
P14635	Q8TAE8	0	0.54191524	0.99297243
O95600	Q14697	1	0.50410247	0.9999327
Q96Q45	Q8N490	0	0.5893798	0.968045
Q96BI1	Q9BYP8	0	0.23647073	0.72220933
P26358	P14854	0	0.48695114	0.99931896
P04141	Q12905	1	0.72859627	0.790975
Q9UIH9	Q969Q0	1	0.54432863	0.9921399
P60006	Q96KM6	1	0.5780895	0.9756081
Q71U36	P38919	0	0.5333995	0.9955379
P41002	P61513	0	0.62656075	0.93592954
Q99853	Q86Y78	0	0.2136954	0.6721187
O15409	P55789	0	0.27181077	0.7917187
Q9UQR0	O15514	0	0.45146742	0.9905784
P51608	Q96L73	1	0.50370103	0.9999452
P15923	O95168	1	0.42829898	0.9794359
P86480	O75593	1	0.3957013	0.9564871
O95786	Q15633	1	0.53489184	0.99513024
Q9NV96	Q9Y394	1	0.4973074	0.9999709
P83876	Q8IV13	0	0.2880259	0.8202679
Q9P086	Q9BXP5	0	0.34019336	0.8978473
Q13304	Q6P9B9	1	0.7515396	0.74691135
O43674	Q8TBP5	1	0.34304902	0.90146554
Q9UIQ6	O15265	0	0.2617106	0.7728726
Q86VZ1	P35610	0	0.870552	0.45076486
Q8N680	Q96ME7	1	0.4266828	0.9784983
Q92830	Q8TBC5	0	0.3537667	0.91446334
Q9H112	Q96S52	0	0.8301341	0.5640459
Q8NHQ9	P46736	0	0.4049297	0.96384656
Q9UFW8	P10809	0	0.52991945	0.9964193
P19544	Q15022	1	0.6928108	0.851296
O95994	P01308	0	0.68187493	0.86768603
P0C7T5	Q8NAP8	0	0.4221199	0.9757388
P49368	Q9GZM5	0	0.40553102	0.9643024
P49450	P01100	0	0.4539349	0.991512
Q9Y2U9	Q9NX05	0	0.43885633	0.98504573
Q6NUN9	P61247	0	0.6634869	0.89308816
P52435	Q8N2M4	0	0.5852305	0.97094303
Q16637	Q15047	1	0.54125255	0.9931929
Q8IV16	Q8N3Y3	1	0.8060641	0.625299
Q08257	P82650	1	0.72099674	0.8046418
O95994	Q9BQC6	1	0.5401572	0.9935496
P82912	O43676	0	0.8485911	0.513937
P10242	P62805	1	0.5586051	0.9862618
Q96C10	Q7L2E3	1	0.5624869	0.98438156
Q7Z7K2	Q9BYP8	0	0.38766518	0.9495236
Q9UBL3	Q8IWI9	1	0.37066844	0.9330934
P62633	O94766	0	0.4654343	0.99522084
Q9NWT8	Q11206	0	0.36368588	0.9256739
Q6UWI2	P09382	1	0.48655984	0.9992774
P48643	P24522	0	0.6277876	0.93468136
Q9NX58	Q9H7E9	1	0.631163	0.93118507
Q9H1Y0	Q96FW1	1	0.5396075	0.993725
P62424	Q9UHI6	0	0.30448884	0.84710157
O95867	P62750	0	0.53574526	0.9948891
O15198	P01106	0	0.4039843	0.963124
A1L4L8	Q13371	1	0.54869723	0.99051434
P18583	Q6EEV4	0	0.20578907	0.6537597
P35414	Q6NUQ1	1	0.605402	0.9555617
Q8N5M9	Q3V5L5	0	0.7741878	0.6992842
P85037	O75376	1	0.55858445	0.98627144
P62805	P30044	0	0.5687345	0.9811023
P41002	Q9H299	1	0.6101119	0.9515015
P07737	Q8IZD4	1	0.27661425	0.80039525
Q9P0M6	Q9Y221	1	0.5506288	0.9897469
Q9NR77	A0JLT2	0	0.13210478	0.45861244
Q9UGP5	O95968	1	0.34298658	0.90138716
P08047	Q13206	0	0.68234795	0.8669969
Q9NX36	Q16795	1	0.48338783	0.9988961
Q3KNW5	Q96EC8	1	0.8821478	0.41585228
Q12952	Q9UJX6	0	0.48204485	0.9987105
O15444	P40227	0	0.7076079	0.8275958
Q6PEX3	A6H8Y1	0	0.31136063	0.8576608
P62899	Q9BZ95	1	0.29193428	0.8268347
Q9H410	Q6IQ32	1	0.4386082	0.98492426
Q9Y2T6	O15321	1	0.8949093	0.37618652
Q5T6C5	Q9UHI5	0	0.11060646	0.3934907
Q9NS73	Q9ULD9	1	0.354568	0.9153981
O60885	Q96EY1	0	0.3848546	0.9469662
P48643	P15941	0	0.4473475	0.9889108
O14880	O00303	0	0.5274349	0.9969893
Q9NNZ3	Q7KZN9	1	0.89848053	0.36485305
P55085	Q15041	1	0.84379625	0.52721655
Q96N21	Q63HK5	1	0.29672548	0.83471787
Q9H2P0	Q969R5	1	0.4204846	0.9747092
Q16254	P0DPB6	1	0.5344088	0.9952641
P46063	Q16881	0	0.63428414	0.9278711
Q9Y5P3	Q96E35	0	0.3941421	0.9551764
Q8TB61	Q6PEX3	0	0.263486	0.77624446
P01308	Q9H9B4	1	0.8317473	0.55977494
P30519	P62805	0	0.37296215	0.9354456
P19404	Q99814	0	0.12631708	0.4414443
Q9NRH3	Q99832	1	0.5887891	0.968466
Q9H0W5	P62280	1	0.58465576	0.9713336
Q9HC97	Q7Z4W1	0	0.6104992	0.9511597
P15941	Q9NPR9	1	0.42020744	0.9745326
Q8WZA1	Q9NQ50	0	0.6710591	0.8829552
Q9H0R3	O60885	0	0.21049707	0.6647522
Q13520	Q15041	1	0.752001	0.745982
P38919	Q99497	1	0.8443891	0.52558464
P15941	Q0D2K3	0	0.3308208	0.8855136
Q9P0J7	Q15041	0	0.5335315	0.99550253
Q96SF2	O76003	0	0.5662842	0.98242563
Q8N239	P49642	1	0.5706372	0.9800415
P85037	Q9UGP5	0	0.5095267	0.99963695
Q15631	Q9UKX7	0	0.47616905	0.99772835
O95786	P15923	1	0.43704015	0.9841442
O95994	P10809	1	0.71836466	0.8092675
P49407	Q14241	0	0.35767087	0.91896963
P36956	Q13952	0	0.25268742	0.75534594
Q96FL8	Q9NZ53	1	0.57684654	0.97637844
P15144	P08173	0	0.39144075	0.9528596
O95793	Q9BRJ6	1	0.45708388	0.9926328
Q8WXX5	Q96ME7	1	0.3278211	0.8814177
Q99497	Q9NR30	0	0.39414984	0.95518297
Q9Y3S2	O96002	0	0.72707254	0.79375225
Q86UZ6	O95600	0	0.51742923	0.9987849
Q9BS26	Q8N661	0	0.8420153	0.53210205
P18621	O75569	1	0.13397576	0.46410504
Q99684	P54253	1	0.5122087	0.9994038
Q96FL8	Q7Z7N9	1	0.8459189	0.52136046
P62857	A2A3N6	0	0.6033569	0.95726943
A2A3N6	Q14679	1	0.35081956	0.91098076
Q96IT1	Q9BU23	0	0.43570507	0.98346466
Q5GH76	P24863	1	0.3226296	0.874159
Q7L5N1	P49642	1	0.46770015	0.99582696
P38117	Q8IY34	0	0.3270812	0.88039637
Q9BSJ5	P09001	1	0.53477556	0.99516267
Q9BU19	Q9GZR7	1	0.63940746	0.92226225
P04920	Q9NYF3	0	0.14957027	0.50879604
Q96C10	Q9NXV6	1	0.5798902	0.97447026
Q9UKT9	Q9UI95	1	0.45673296	0.9925118
Q96IK5	Q9Y3E5	0	0.4799492	0.9983918
P19447	Q9C0C9	0	0.5100881	0.9995929
P51164	Q9NR09	0	0.29725334	0.8355751
Q9Y3S2	Q8IY37	1	0.6801356	0.8702046
Q8IWL3	Q9H0U6	1	0.8400403	0.5374903
Q01814	Q96K58	0	0.21995577	0.6863009
Q9Y3D3	Q9H0G5	0	0.73901635	0.77148473
Q9UBB5	Q15008	0	0.54924726	0.9902988
Q8IWL3	Q15800	1	0.5943535	0.9643897
O76090	Q5J8X5	1	0.34417215	0.9028708
Q92583	P41182	0	0.26799172	0.78468865
Q15102	Q9HB58	0	0.36984622	0.93223995
O95786	Q5SVZ6	1	0.5022167	0.99998033
Q96N64	Q12830	1	0.5325157	0.99577093
O95711	O94761	0	0.46410733	0.9948469
Q99543	P62888	1	0.5596645	0.98576057
Q92905	P15313	0	0.5836903	0.97198373
Q01831	Q8IX18	0	0.6620072	0.89501464
Q16649	Q99966	0	0.49822634	0.9999874
Q92620	O75081	0	0.26976615	0.7879695
P13667	Q6P1N9	1	0.6555434	0.903225
O43889	Q8NHS1	1	0.23851146	0.72649497
P15374	O00488	1	0.33750963	0.89438754
Q02086	Q2TAL8	1	0.68363607	0.8651112
Q6IAA8	Q9H7F0	1	0.36508292	0.9271895
Q11203	Q5VW38	1	0.63698703	0.9249382
Q8TF39	Q96S59	0	0.4119638	0.96899843
Q9UBB5	Q16637	1	0.5119525	0.9994286
Q7L5N1	P62263	1	0.47166738	0.996789
P24863	Q9H2K0	0	0.5252673	0.99744624
Q9UBL3	P08047	1	0.31910253	0.86910444
Q9NX58	Q9NUD5	1	0.6276892	0.9347819
Q9NR30	Q96CS4	1	0.472566	0.9969895
Q8N6T7	Q8TAA9	0	0.59225047	0.9659594
P46663	P15374	0	0.79332334	0.6558457
Q9C009	P35869	0	0.39669412	0.9573116
Q92905	O14880	1	0.45587328	0.9922114
P25440	P30876	1	0.660988	0.8963315
P51685	O15467	1	0.7371433	0.77505225
Q99832	P07737	0	0.572766	0.97882044
Q12857	P25490	1	0.5708285	0.9799333
Q86SG7	P05026	0	0.49459016	0.99988294
P56192	Q5JXX7	0	0.23406942	0.71712375
Q3ZAQ7	Q9BTX3	0	0.89659	0.3708655
O94761	P30519	0	0.5169509	0.99885064
P57060	Q8N8K9	1	0.46504015	0.9951112
Q96BK5	Q13485	0	0.19330558	0.6237541
Q96S59	P49848	0	0.5221884	0.9980307
P16401	Q9BQ95	0	0.7098432	0.82386327
Q6NUN9	Q9H9B4	1	0.47886097	0.9982126
Q03135	P54886	0	0.63211876	0.9301785
Q9H9B4	Q96AV8	0	0.2530151	0.75599384
Q8IX07	Q02363	0	0.23046087	0.70939463
Q6ZRT6	Q8NFB2	0	0.3685582	0.9308922
Q9H1C4	Q03060	0	0.25870925	0.7671151
P49069	P80188	1	0.36066532	0.9223434
O43759	Q16763	1	0.51687956	0.9988603
Q9Y2T7	Q9NUD5	1	0.6020311	0.9583586
P36954	P20309	0	0.31266433	0.8596214
Q96K58	Q96GQ7	1	0.80501807	0.6278559
Q9HB58	Q9BX68	0	0.42698947	0.97867787
Q9BXP5	P01308	0	0.1145554	0.40572986
P39019	Q96C86	0	0.5058964	0.99986094
Q04837	Q8WWV3	1	0.8147675	0.60368574
P17676	P15941	1	0.39976442	0.95981133
Q9NX36	P01042	0	0.31576303	0.864227
P42766	P62266	1	0.76489586	0.7193207
Q9BZE0	P24864	1	0.47987935	0.9983806
Q9UBY8	Q96EC8	1	0.81102	0.6130662
Q5SSJ5	P47775	0	0.057241973	0.21586132
Q30KP8	Q9NZV5	1	0.8015432	0.63628685
Q7Z6I5	Q9Y6H6	0	0.29682446	0.8348788
Q9GZP4	Q05639	1	0.41471672	0.97090703
Q13304	Q14202	1	0.36244506	0.92431456
P01106	P17676	1	0.50878876	0.999691
Q5VZL5	Q8IVS8	0	0.43321893	0.9821611
Q9Y274	Q9NPI1	0	0.42940095	0.98006314
Q6IQ16	P15336	1	0.45636174	0.99238276
Q9C086	P62750	1	0.50528574	0.99988824
P30519	Q6UW68	1	0.68379736	0.8648741
Q5T3I0	Q9UHK0	1	0.6968131	0.8450584
P42166	Q15042	1	0.37460485	0.9371043
P16473	Q8N661	0	0.7543464	0.7412317
P37108	P48735	0	0.5540163	0.98832893
Q99750	Q8WXI9	0	0.4419244	0.9865089
