Protein A	Protein B	T	S	uncertainty
Q9BX68	Q8IYB8	1	0.889142	0.3942741
P23763	Q12830	0	0.13641943	0.47123668
Q9Y320	P56192	0	0.7007919	0.83873045
Q9UKM7	Q13162	0	0.55843544	0.9863412
P38919	Q8N653	1	0.433097	0.98209596
Q75WM6	Q7Z7H8	1	0.49752453	0.99997556
P61073	Q15532	0	0.3818112	0.94412565
P42166	P62805	1	0.6900441	0.85553294
Q96JM3	Q99523	0	0.18989974	0.6153513
P47929	O95786	0	0.3278437	0.88144886
P59536	Q9NRG0	1	0.2408555	0.73137647
P28222	Q06136	1	0.5763752	0.97666734
P63279	Q96S59	1	0.4864773	0.9992686
Q86UK7	O75764	0	0.7605448	0.7284657
Q8IVM8	P04844	1	0.84213585	0.53177226
Q9H2F3	Q86VZ1	0	0.613119	0.94881636
Q9NWT8	Q9P0M9	1	0.95513994	0.17139056
P27540	Q04837	0	0.28932706	0.8224677
O43513	Q9NRG1	1	0.43475243	0.98297095
Q9GZR5	O95183	1	0.5952792	0.9636875
P15336	Q9UDV7	0	0.7134538	0.81774986
Q9H2K0	Q9BSJ5	1	0.41717193	0.97255796
P35244	Q86UK7	1	0.37473434	0.93723404
P10176	P61247	0	0.28445932	0.8141688
Q9NWM3	Q13404	1	0.64806694	0.9123047
O95600	Q13569	0	0.8209997	0.5878368
P43088	Q6NXT4	0	0.81610066	0.6003215
P62854	Q9HD45	0	0.11012899	0.39200237
Q9UGM1	O15498	1	0.4889483	0.9995114
O15516	P26358	0	0.5866341	0.96997815
P50553	Q8TED1	0	0.18731938	0.6089233
Q969R5	Q6YN16	0	0.36226404	0.92411524
P51659	Q13485	0	0.49513677	0.99990547
Q92793	P35659	1	0.502987	0.9999643
P61081	Q92905	1	0.30756602	0.8518766
Q96HE7	P07199	0	0.26349363	0.7762589
O75947	Q6NUJ5	0	0.57930374	0.9748437
Q9NZ42	Q9Y5L4	0	0.7650486	0.7189969
Q96K58	Q5VZL5	1	0.7450179	0.7598649
P62899	O00566	1	0.768415	0.7118136
Q6EEV4	Q8IWV8	1	0.66564757	0.89024353
P23769	Q9Y296	1	0.16553684	0.55253756
Q12905	Q99707	1	0.47342744	0.99717563
Q7Z6M1	Q9NRG4	0	0.684976	0.8631355
P26373	Q8IWS0	1	0.8379064	0.543277
P0C5Z0	Q9C0C9	1	0.6293236	0.9331016
Q9Y5Z0	P49642	0	0.32634905	0.8793814
P47775	Q9NR77	1	0.705848	0.83050644
Q8TCC3	Q10471	0	0.18033746	0.5912635
Q96KM6	Q01831	1	0.8226163	0.58367497
Q96EC8	Q9UHI5	1	0.9074795	0.33584175
Q9H9Y6	P0DPB6	1	0.6092025	0.95229924
Q53HV7	Q8IVS8	1	0.7279029	0.7922411
Q99714	Q99460	1	0.49415085	0.9998631
O15446	Q14241	1	0.7544783	0.7409632
O43638	P55265	1	0.63565964	0.9263859
Q9H0W5	P62701	1	0.4923411	0.99976534
Q8IWV8	Q9H832	1	0.60322315	0.95737994
P01106	P04198	1	0.7354574	0.7782392
Q9H2K0	Q9NWH2	1	0.67720234	0.87439734
Q15326	O75376	1	0.7402286	0.76916087
Q9NNZ3	Q9NZL9	1	0.6847413	0.8634826
Q86SF2	Q3KNW5	0	0.76085204	0.72782487
P25791	Q9UKT9	1	0.5126501	0.9993599
Q96D31	Q9NY12	0	0.12886031	0.44902134
Q9HAZ2	Q8N1F7	1	0.24685626	0.74367297
Q9NY93	P38919	1	0.87465066	0.43854755
Q9NXG2	Q9NR30	1	0.8774836	0.4300245
Q6TCH4	Q8N490	0	0.6103491	0.9512923
Q5JTC6	P37840	0	0.48759258	0.9993842
Q96HR9	Q7Z7H8	0	0.3505187	0.91062135
Q9Y3E0	Q15005	1	0.82785356	0.57004815
O15235	Q14562	0	0.6196404	0.9427447
P60201	O43474	0	0.1670396	0.5565495
P62805	P62899	1	0.80294776	0.63289064
Q7Z4V0	P52747	1	0.72153234	0.80369365
Q8IWL3	Q6ZN17	1	0.37556535	0.9380641
Q16514	Q96E22	0	0.33494255	0.8910241
Q9C0J9	P49715	1	0.7190676	0.8080376
P40429	Q9H8H2	1	0.893226	0.38149315
P55774	Q14554	1	0.67176145	0.88199204
P26373	Q7Z3K3	0	0.89952254	0.36152694
Q9Y4X4	O75438	0	0.2397161	0.72900915
Q8IWV8	Q9HBM0	0	0.43843004	0.9848365
O60885	O75478	0	0.57073605	0.97998565
Q9HCE5	P40227	1	0.40382412	0.96300083
Q02153	P84157	1	0.45910576	0.9933107
Q96CB8	Q99459	0	0.84121585	0.534287
O43612	P21554	1	0.5510776	0.9895643
Q96DV4	O94761	0	0.35476217	0.91562384
P42568	O60583	1	0.64618486	0.91451997
Q96L73	Q9NVU7	0	0.5954489	0.963558
P57772	Q8IV31	0	0.28056777	0.80739796
Q7KZN9	Q9H9B4	1	0.91526324	0.31022578
Q9H1X3	O75915	1	0.69432235	0.8489553
P61313	O96024	0	0.6270246	0.935459
Q71U36	P50990	1	0.7975317	0.6458995
A8MV65	P78347	0	0.52641284	0.9972094
P78347	P78371	1	0.52301425	0.99788135
Q9NPI6	P43351	1	0.500874	0.99999696
Q9HCE5	P49368	1	0.36698958	0.9292329
Q15047	P43234	1	0.2816485	0.8092904
P30040	Q96C00	0	0.46778005	0.9958475
Q92993	P41002	0	0.56031275	0.9854495
Q9UJV9	O75643	1	0.7924201	0.65796196
O75643	Q8WUU5	0	0.6867295	0.8605284
Q6PJQ5	Q9H2F5	1	0.5962373	0.9629535
Q8IWL3	P41597	0	0.31854036	0.86828965
P31153	O75683	0	0.5296629	0.99648046
P25440	Q13330	1	0.7363916	0.776476
Q9UIG0	O75376	1	0.6704236	0.88382316
Q6NUN9	Q9P1Z0	0	0.86289066	0.47324148
P17568	Q5TAB7	1	0.3521967	0.9126167
Q6IE81	O43257	0	0.79542595	0.65089405
Q99742	Q8TCN5	1	0.6882894	0.8581884
Q16831	Q9P0J7	1	0.62298834	0.93949544
O60832	P55316	0	0.343418	0.9019283
O95786	Q15942	1	0.3535889	0.91425514
Q13118	Q3KNW5	0	0.18919027	0.6135892
Q13227	P06454	0	0.3710758	0.93351424
Q9H9Y6	O60884	0	0.4451329	0.98795843
P05388	O95625	1	0.69486845	0.84810513
Q8TDT2	Q5T749	0	0.40575027	0.96446794
A0JLT2	Q9NR30	1	0.54124105	0.9931967
P15173	O14530	1	0.38950396	0.9511625
P09622	Q99832	1	0.87008667	0.45214343
P19404	Q8WUW1	1	0.20596611	0.6541763
P10809	Q8TA86	0	0.32806274	0.8817503
Q92633	Q9Y2Q3	0	0.25948322	0.7686067
Q96KC8	Q9Y394	1	0.8371173	0.54540765
P38919	Q92841	1	0.7867017	0.67120856
Q9NQX0	P46013	0	0.47741938	0.99796045
Q8IY34	P03928	1	0.18470198	0.6023486
O14880	Q9BYC8	1	0.6852182	0.8627769
Q99612	Q68CP9	1	0.61076826	0.9509216
Q03135	Q9NVR0	0	0.21850905	0.68305135
O43676	P13010	0	0.27129507	0.7907762
O14901	Q9H0R1	0	0.4370224	0.98413527
Q9ULD4	Q8N567	0	0.723316	0.8005198
Q9P2Y4	Q96N64	1	0.75680906	0.73619646
Q6P1K1	Q04941	0	0.7817434	0.6824826
Q8N511	Q8NBK3	0	0.58370984	0.9719707
Q9BQ95	P20366	0	0.8069241	0.6231904
P01106	Q9BRJ6	0	0.64102477	0.92044806
Q9NR77	O43396	1	0.42967615	0.9802182
Q16740	O95182	1	0.6109113	0.9507947
O95786	Q14145	1	0.5898309	0.96772164
Q9GZM5	Q9BX95	1	0.87506413	0.43730757
P62857	P59910	0	0.4123741	0.96928674
Q8TED1	Q16617	1	0.65982443	0.8978246
Q9BQE4	Q9Y2U9	1	0.30987978	0.8554172
P49411	Q16718	1	0.9344929	0.24486373
O75683	P17542	0	0.62601817	0.93647766
Q96F85	P30793	1	0.41842225	0.9733803
Q9UKT9	Q9H1X3	0	0.2879854	0.82019925
Q15274	Q15428	1	0.3774643	0.93994
Q9Y3D3	P13667	0	0.5966999	0.96259654
P14635	P26358	1	0.55281484	0.98884237
Q9UIS9	Q96KM6	1	0.8995536	0.3614277
Q14697	Q15428	0	0.3436495	0.9022181
Q9UI14	Q96MX0	1	0.7025142	0.83595204
Q8N0Y2	P62263	0	0.61240846	0.94945735
Q96JS3	P10073	1	0.54286134	0.99265164
Q8N5A5	Q69YG0	0	0.2575277	0.76482874
Q9Y4X4	Q96GQ7	1	0.8234028	0.58164245
O60870	Q92841	1	0.6763145	0.87565285
P49411	Q8NBB4	0	0.33155406	0.8865039
P25490	Q9BZJ8	0	0.119657375	0.42135793
P18621	Q49A26	1	0.7609638	0.7275916
Q9NZI7	Q9GZR7	0	0.22518536	0.6979076
Q96EY8	Q2TAL8	0	0.25661364	0.76305234
P51798	O14520	1	0.7911148	0.66100866
O15446	Q96NC0	1	0.8375179	0.5443266
Q9NV96	Q9NZB2	0	0.15071793	0.51200813
Q14562	Q8N2M8	1	0.8743237	0.439527
Q14973	Q9H0R3	1	0.8380952	0.5427666
Q9Y5K5	P25398	0	0.61224955	0.94960016
Q13087	Q15554	0	0.45005098	0.99002045
P01106	Q15648	1	0.72543013	0.79672503
Q6PK04	O95793	1	0.54505956	0.99187857
P10176	O75306	1	0.9590091	0.15724255
Q9C002	Q86Y39	1	0.9511247	0.18594591
Q9NR12	Q8ND83	1	0.611532	0.95024246
P52434	O75575	1	0.5991062	0.96071184
Q9BRG1	Q13127	0	0.5969999	0.9623641
P62805	Q16649	1	0.72039086	0.8057115
Q08050	O43524	1	0.5421103	0.99290687
O96005	Q96EL3	0	0.19404227	0.62555945
Q9NQ50	Q9Y3D5	0	0.9429441	0.21520206
Q9H0E9	P62899	0	0.5551532	0.9878325
Q96FW1	P55769	0	0.49149635	0.9997108
P25490	Q96C00	1	0.78562146	0.6736815
Q75WM6	Q92665	1	0.55213267	0.98912877
Q7Z7H8	Q9NPI1	0	0.52534807	0.9974299
Q9BX68	P56556	1	0.95194393	0.18298672
Q92905	Q9BRJ6	1	0.51436985	0.99917406
Q04837	Q9BYC9	1	0.72701734	0.7938525
P62899	P50990	0	0.49966618	0.9999995
Q9NV70	P62495	0	0.37376547	0.9362594
P78563	P62750	0	0.31594667	0.8644974
Q9H4Z2	Q9H1X3	0	0.32419828	0.8763751
Q92905	Q96BF6	0	0.46021292	0.9936679
Q75T13	P25791	0	0.20968314	0.6628645
Q53FD0	Q9H0R8	0	0.33413634	0.88995695
O75081	Q86YP4	1	0.67435324	0.8784038
O15446	P25490	1	0.7675956	0.7135704
Q5T3I0	Q99750	0	0.20110458	0.64264613
Q86WB7	Q9HD20	1	0.68933374	0.85661095
P62899	Q96DG6	0	0.24039565	0.7304223
P0C5Z0	Q8WUB8	1	0.5118064	0.99944246
Q5T5X7	Q9BU23	0	0.53715557	0.99447787
Q9BY14	Q9H1E5	1	0.5608944	0.9851675
O95182	Q86WC4	0	0.70060986	0.83902276
P15941	Q92982	1	0.41295972	0.969696
P62805	Q02363	0	0.53062016	0.9962496
O95994	P62701	1	0.54656434	0.99132705
Q9NZ53	Q9NUQ7	1	0.483487	0.9989093
O95793	Q49A26	1	0.4991023	0.9999968
Q9Y3S2	Q5T5X7	1	0.5821368	0.9730142
Q9UKX7	Q8N6N3	1	0.5211082	0.99821776
O95793	Q9BTE3	1	0.59237164	0.9658699
Q9BSJ5	Q9BYC9	1	0.6665519	0.8890419
P78563	P40429	1	0.42884448	0.9797476
Q12962	P49848	1	0.632734	0.92952675
Q6PEX3	P56192	0	0.524592	0.99758095
P23025	Q9HAZ2	1	0.6100214	0.9515812
P07737	Q12906	0	0.5155769	0.99902946
P31150	P47710	0	0.586285	0.9702196
Q16795	Q9UI09	1	0.80205214	0.63505805
P15336	Q9H1X3	0	0.3444738	0.9032464
Q04837	Q9H8M2	0	0.404615	0.9636068
P06744	P39748	1	0.72644776	0.79488564
P42166	Q969S3	1	0.49159878	0.99971765
Q9UPP1	P41002	0	0.5546667	0.9880462
Q9BUG6	Q5VZL5	1	0.63882554	0.92290986
Q9NR30	P26373	1	0.77354693	0.7006883
Q99832	P29374	0	0.42919573	0.979947
Q9UJW3	O15243	0	0.33775407	0.89470506
Q92665	P48643	0	0.71718025	0.811331
P51608	P18621	1	0.7898708	0.66389966
Q92185	Q9UBW7	1	0.25012922	0.7502584
P01042	O15467	0	0.709416	0.8245798
P62424	Q9H1Y0	0	0.32348126	0.87536454
Q2VPB7	Q9H0R1	1	0.62560767	0.93689084
Q8NFB2	P27449	1	0.78847766	0.66712254
Q96QT6	Q14241	0	0.7220944	0.8026963
O60911	Q52LG2	0	0.3863711	0.9483538
Q6ZN55	Q12872	0	0.78285575	0.6799705
Q08211	O95793	1	0.556656	0.9871604
Q86VK4	Q75WM6	0	0.7009255	0.8385157
Q9NRC8	P49411	1	0.5535534	0.98852813
Q99081	Q14119	0	0.7464047	0.7571389
O43823	P15822	0	0.71736515	0.8110096
P62424	Q9NQV6	1	0.8743825	0.439351
Q9UGP8	Q8TCC3	0	0.26860642	0.78582805
Q6P1X6	Q9BUJ2	1	0.51346034	0.99927527
Q9GZM5	O75845	1	0.88645774	0.40260166
O95183	P30519	1	0.7411085	0.7674668
Q9NPI1	P02730	0	0.11381114	0.40343267
Q8TF50	P06454	0	0.65489596	0.90402895
Q13485	P03905	1	0.23563884	0.7204527
Q9UBX1	P62899	0	0.5105478	0.999555
O95786	Q8IWI9	1	0.67541254	0.8769218
Q6PI26	Q96IK5	1	0.6235815	0.9389104
B2RXF5	Q9Y3S2	1	0.6644888	0.89177376
Q9Y468	Q9Y467	1	0.5285818	0.9967323
O15446	P25090	0	0.14600804	0.4987588
Q96KM6	Q9BUZ4	1	0.42620853	0.97821933
P48643	P63173	0	0.6353457	0.92672616
Q9BWE0	P42766	1	0.8413469	0.5339291
Q9NR77	Q9UBY8	0	0.90225166	0.3527744
P01106	P49368	1	0.30064136	0.8410245
P01106	Q12830	1	0.68787456	0.85881263
Q7Z7N9	P21246	0	0.6184244	0.9439026
Q92890	P46013	0	0.48131952	0.9986041
Q15554	Q9UBS4	1	0.38962004	0.95126504
O95274	Q8WTR4	1	0.7514352	0.74712133
O15444	O00574	1	0.5329867	0.9956475
P39210	Q9UI09	1	0.9298612	0.26087743
P67870	Q9NXE4	0	0.200675	0.64161813
Q9UIH9	P15822	1	0.7289828	0.7902675
P01106	P46013	1	0.5330177	0.9956393
Q9NUH8	Q96CP7	1	0.89446086	0.37760252
O43290	Q9BXP5	0	0.6988712	0.841801
O15090	Q96DV4	0	0.45733276	0.9927181
Q969Q0	Q9BU76	1	0.9256328	0.27534696
Q12872	P49368	0	0.23336065	0.71561384
Q9ULD4	O94953	0	0.7555116	0.7388553
P62899	Q92793	0	0.6752546	0.8771433
P23769	O43759	0	0.13835974	0.4768653
P55317	Q86XP3	1	0.66336715	0.8932447
P05090	O15055	0	0.21193913	0.6680838
Q8TDD1	O15218	0	0.2817071	0.80939287
P54132	Q8N1G0	0	0.6611052	0.89618045
P61313	P62857	1	0.7381239	0.77318805
O75478	A6NFD8	1	0.42478362	0.97737
Q6IQ21	Q96N21	0	0.24400724	0.7378709
Q16650	Q86UP3	1	0.7929519	0.65671676
Q92858	P18583	1	0.37594357	0.9384401
Q9H0E9	P35869	0	0.6545069	0.90451044
O15446	O00566	1	0.76210815	0.72519726
P35268	P40429	1	0.77359354	0.70058626
Q9BUQ8	P0C5Z0	0	0.51858073	0.998619
P49146	Q9Y3D7	1	0.7160866	0.8132263
Q9UGQ2	Q9NUL7	0	0.1914163	0.6191044
P18621	Q5SSJ5	1	0.82004184	0.5902929
Q9NUL7	P26196	0	0.5577732	0.98664904
P37837	P61604	1	0.551282	0.9894806
P35542	Q13206	0	0.23417203	0.71734196
Q8N5A5	O95786	0	0.66979086	0.88468426
Q8N100	P15923	1	0.46927828	0.9962247
P30041	Q5H8A4	0	0.4723849	0.99694955
P56556	Q92993	0	0.37281364	0.9352945
P49411	Q16740	1	0.8757476	0.4352549
O60885	Q8IZ40	0	0.5170647	0.9988352
Q92611	Q9UBS4	1	0.7228658	0.8013233
Q5JX71	Q8NHY0	1	0.8062295	0.624894
Q9Y2K1	Q13867	1	0.26902947	0.7866104
Q8IWZ8	P68036	1	0.33264756	0.88797265
Q5JXX7	Q13304	0	0.62941676	0.9330052
Q8N5W8	Q969S3	1	0.12619288	0.44107297
Q9H6H4	P25398	0	0.2751108	0.7976994
P82650	Q12948	0	0.2716952	0.79150766
Q9BYP8	P25490	1	0.4860079	0.99921685
Q13129	Q6N043	1	0.83310837	0.55615526
Q9UL40	Q9Y221	1	0.45928594	0.9933694
Q96T23	Q8N2Z9	1	0.81655073	0.59918255
P49450	O95793	0	0.3720189	0.9344833
O15235	Q16795	1	0.8899142	0.3918676
Q5JXX7	Q9H116	0	0.16401522	0.5484569
Q8NHW3	Q712K3	0	0.51143044	0.9994774
Q8WUW1	P46926	0	0.37090185	0.9333347
Q96ER3	Q96AN5	1	0.31197622	0.8585883
P62424	O60884	0	0.19850384	0.6364002
Q13162	O60911	0	0.532958	0.99565506
Q96HE9	Q9NR28	0	0.49976474	0.99999976
Q92186	Q6UXA7	1	0.6663657	0.88928986
Q9NS18	Q16881	1	0.60748	0.9537922
P30793	Q96EN8	1	0.68443143	0.8639402
Q05639	Q9NPD7	0	0.5574831	0.9867828
O75683	P46782	1	0.77774006	0.69144183
P10606	Q96IK5	0	0.28975984	0.8231963
O60885	P60201	0	0.17565988	0.5792139
Q92793	P18146	1	0.82876015	0.56766707
O95786	O95274	1	0.41719872	0.9725758
Q14CZ7	Q9UI09	1	0.74872065	0.75255215
Q9HAZ2	Q9UIG0	1	0.65728533	0.9010453
Q96IK5	P82930	0	0.5077787	0.99975795
Q92560	A8MTJ6	1	0.272978	0.79384404
Q7L014	Q9Y5Y3	0	0.112027854	0.39791045
Q8IV20	Q9UKJ3	1	0.3437629	0.9023599
P23396	Q6ZN55	1	0.7505406	0.7489176
Q9NQR4	P30041	1	0.6314436	0.9308903
P34969	P49411	1	0.28573447	0.8163611
Q9C0F0	Q92560	1	0.5235688	0.99777806
P61970	Q9NWH2	0	0.24969056	0.74938077
Q6P158	Q8IZ40	0	0.55587846	0.9875104
Q9BUQ8	O94955	0	0.30753624	0.85183084
Q9H7X2	Q8TAA9	0	0.8135929	0.60663795
Q9BUZ4	O75251	0	0.4117925	0.9688777
Q9Y4X4	P49848	1	0.7893348	0.6651416
Q9Y6B2	P62805	1	0.49967954	0.9999995
P41595	P28223	1	0.81242436	0.60956407
P35269	Q8WYA1	0	0.3647337	0.9268121
Q9Y618	P27540	1	0.71038055	0.8229601
P07737	Q68DQ2	1	0.3444827	0.9032575
Q68E01	Q8N1G0	1	0.8148371	0.6035104
P15336	P85037	0	0.8172157	0.59749687
Q96FI4	Q9NY93	1	0.75957304	0.73048735
P41002	Q8IXF0	0	0.44940794	0.98976177
P01308	P47914	1	0.30262262	0.84416866
P01106	Q8IY92	0	0.64547753	0.91534513
O15265	Q92830	1	0.71911675	0.8079514
Q9UBB9	Q6W0C5	1	0.44254038	0.9867935
P19447	P80188	1	0.50647277	0.9998324
P62847	Q96FF9	0	0.6735419	0.8795328
O00487	Q99460	1	0.42915785	0.9799256
O00398	Q02338	1	0.46428785	0.9948985
Q9HBM0	Q9Y320	0	0.55034727	0.9898606
Q16342	P51610	1	0.42154613	0.97538
Q9UKX7	Q9NZC3	0	0.33455157	0.8905073
Q16740	P10606	1	0.9012652	0.35594493
O60885	Q92841	1	0.65558046	0.9031789
Q96EB6	Q14191	1	0.63787824	0.92395836
Q8NCS7	Q7KZN9	0	0.37947035	0.9418904
O60885	Q9HCE3	1	0.55444586	0.9881426
O95793	Q9BS26	0	0.25508165	0.76006
Q9UI09	O96000	1	0.8411669	0.53442055
Q12792	P01591	1	0.6629099	0.89384145
Q9Y2Q3	O75683	0	0.26374206	0.7767287
Q9H2K0	O95793	0	0.26070777	0.77095693
Q96KC8	Q9NWS8	1	0.88239473	0.4150971
Q92585	Q9UPP1	1	0.69143414	0.85341185
Q9H2F3	Q9Y394	1	0.8896806	0.39259604
A0JLT2	P62899	1	0.554004	0.98833424
Q9P0M6	Q7Z2T5	1	0.80452895	0.62904847
Q6SPF0	Q9H3Q3	0	0.26449382	0.77814734
Q96DG6	Q9Y296	1	0.5063006	0.9998412
Q13520	P14060	1	0.48710185	0.9993346
P0C7P0	Q01658	0	0.44524935	0.9880095
P26373	Q9BYD6	1	0.5255246	0.99739397
Q15084	Q9Y5L4	0	0.68312544	0.8658603
O95793	Q9NVU7	1	0.41753832	0.9728003
O95563	Q5T3I0	0	0.2099218	0.66341853
P37840	Q8TF39	0	0.2796734	0.80582476
P10242	Q8IWI9	1	0.779578	0.6873446
P51610	P54259	1	0.78404546	0.67727274
Q92611	Q8IWS0	1	0.24256101	0.7349007
P62424	O14625	0	0.82627076	0.57418954
Q96EG3	Q96C55	1	0.8067655	0.62357974
O60885	P82650	1	0.20594543	0.65412766
Q8N5K1	O75379	1	0.66222245	0.8947355
Q9NXV6	O95251	0	0.6415636	0.919839
Q9GZR7	Q8NHQ9	1	0.9273738	0.26940644
Q8IX18	Q9Y5Y0	0	0.105197154	0.37652287
Q99853	Q9NUA8	1	0.75371903	0.7425066
Q9Y483	Q4LE39	1	0.7548682	0.7401688
Q96EB6	P37275	1	0.54819554	0.99070877
Q9NWT8	Q99714	1	0.46708816	0.9956672
Q9Y2T7	O75575	0	0.3136207	0.861051
Q9H0R8	P50990	1	0.22662516	0.7010648
Q4LE39	P26373	0	0.88598204	0.40407148
O60884	Q8N5K1	0	0.57266724	0.9788779
Q8IWL3	Q12907	1	0.4659645	0.99536633
O15235	O75381	0	0.20039748	0.6409533
P24385	P35610	0	0.2551559	0.76020545
Q9NW15	Q9Y3S2	0	0.117707044	0.4154084
Q99497	Q04656	0	0.6822981	0.8670696
Q8TAE8	Q96L73	0	0.3411967	0.89912605
Q9HBJ0	P19447	0	0.35945618	0.92098975
O95994	Q92499	1	0.4848245	0.99907875
Q9NUH8	Q02363	0	0.2982221	0.83714277
Q16348	Q9NZC7	1	0.5653594	0.9829126
O95786	Q14728	1	0.22810708	0.70429695
Q9Y4H4	Q70IA6	0	0.6653497	0.8906379
Q5TGU0	Q96FI4	0	0.19685383	0.63240963
P15172	Q9UIH9	0	0.5860548	0.9703783
Q9H5V7	Q9ULM3	1	0.82370764	0.58085346
O94766	Q8IZR5	0	0.71757543	0.81064373
Q9UMR3	P39019	0	0.39092112	0.9524072
P01106	Q9UI95	0	0.30438706	0.8469423
Q12906	Q15008	0	0.5146558	0.9991408
P40692	P10070	0	0.43261838	0.9818389
Q9H2K0	Q6YN16	1	0.37820435	0.9406633
P34969	Q96FI4	0	0.2140801	0.6729992
Q92830	Q12792	0	0.58347034	0.97213084
O75376	P0C7T5	1	0.5675631	0.9817409
Q8IWL3	P0DI81	0	0.18005006	0.59052813
Q9NPI1	Q96JM7	0	0.65058166	0.9093007
P62888	P62266	1	0.77758205	0.69179285
P61086	P14635	1	0.49103925	0.9996788
P62266	P62701	1	0.9423743	0.21721995
P62805	Q9UNZ5	1	0.87025785	0.4516365
P16473	Q6SPF0	1	0.33400252	0.8897794
Q7Z7H8	Q96DV4	1	0.93984264	0.2261538
P78371	Q9Y6Y0	0	0.4571888	0.99266875
P41002	P08195	1	0.3845669	0.9467008
P61313	Q9Y3D3	0	0.8824273	0.41499752
P61313	P62851	1	0.79423773	0.6536966
Q7KZN9	P55265	1	0.24638636	0.7427205
Q9Y4X4	Q5SSJ5	1	0.8053991	0.6269255
P54253	P63241	0	0.5109518	0.99952024
P49356	Q6P158	1	0.64407027	0.916975
Q92633	P49327	0	0.34138533	0.8993655
P40227	O95167	0	0.763767	0.7217079
Q9UBB9	Q00403	0	0.681149	0.86874014
O75151	Q6JEL2	0	0.4766818	0.99782497
Q9HA38	Q5H9S7	1	0.37994212	0.9423444
Q9BWE0	Q9NVP1	1	0.84633	0.5202222
P07199	O75391	0	0.77008265	0.70822144
Q9UJX4	Q68CP9	0	0.46727425	0.9957161
Q9BUQ8	O75683	1	0.8579844	0.4873886
Q99459	Q6NUQ1	0	0.47532728	0.9975651
P30411	P54278	0	0.37184283	0.9343029
Q6DKI1	Q96GQ7	1	0.92117476	0.29044726
O95365	P78347	1	0.7432122	0.76339126
Q14145	Q9Y678	1	0.4211634	0.97513914
O75947	O14497	0	0.6537584	0.9054334
Q16740	Q9Y3D3	1	0.7510289	0.747938
O95994	Q92908	0	0.25138038	0.75275314
P16401	Q969Q0	1	0.83923423	0.53968054
Q9NPI6	Q99814	0	0.588415	0.9687311
O95169	Q9Y2U9	0	0.21662351	0.67879105
Q15562	Q92748	0	0.63448024	0.9276603
O75478	P30876	1	0.6909327	0.85417885
P17987	Q9ULD5	0	0.5317576	0.99596584
Q9NZB2	Q9P2P1	1	0.69520485	0.84758025
Q96FW1	P26358	0	0.40184656	0.96146363
Q92993	Q9H0E9	1	0.4636331	0.99470985
Q6Y2X3	Q9BU76	0	0.1971663	0.63316697
Q8WZA1	O75586	0	0.21100402	0.66592526
Q9Y618	Q96C00	0	0.77106166	0.7061023
Q9BPU9	Q99707	1	0.44517997	0.9879791
P26358	P30086	1	0.19956334	0.63895124
O95786	Q6NYC8	1	0.619553	0.9428283
Q9NXX6	P31153	0	0.64478064	0.91615427
P62280	Q9BTE3	0	0.56824803	0.98136884
Q96P66	Q9H1C4	1	0.8182397	0.594894
Q9NWS0	Q9BTE3	1	0.5859789	0.9704305
P04844	Q9UKR5	0	0.9201047	0.29404822
Q9Y4D2	Q5J8X5	1	0.827224	0.5716978
Q969U7	Q9Y3I1	1	0.61769587	0.94459075
Q9H1C4	Q6N075	0	0.6795806	0.8710032
Q8N961	Q14697	0	0.3493545	0.90922374
P06454	P17861	0	0.34516338	0.9041025
P47929	Q9NXB0	1	0.5567363	0.98712397
Q9H5V7	Q9C0D4	1	0.7399724	0.76965296
P45880	P43088	0	0.49929485	0.999998
P62854	P38919	0	0.74825996	0.753468
Q16581	Q8TCT6	1	0.7449569	0.75998443
P49450	Q96EL3	0	0.4675142	0.99577874
P43681	Q9UBV7	1	0.6430378	0.91816074
P07305	P04080	0	0.2866544	0.81793463
P49146	P01303	1	0.5419234	0.9929697
Q8IZU0	Q6SPF0	1	0.5983117	0.96133924
Q969R5	P15923	0	0.65968674	0.8980006
Q8IZ57	P30044	0	0.26228166	0.77395993
Q9BVI0	Q9NWK9	0	0.71171033	0.82071495
P78423	Q6IB77	0	0.6569137	0.9015124
Q13428	Q86SX6	1	0.50492024	0.99990314
O15235	Q5T653	1	0.9542499	0.17462805
P62280	Q96J42	0	0.2924875	0.82775426
Q8WYB5	Q92794	1	0.81857777	0.5940328
P26373	Q9H116	1	0.8553371	0.49494222
Q9H1C4	Q8TF01	0	0.09195111	0.3339844
Q9ULX6	Q9HBE1	1	0.7758543	0.6956176
O75909	P0C7T5	0	0.5507214	0.9897094
Q6EEV4	P30876	1	0.60010546	0.9599156
Q9UIH9	P46782	1	0.74092233	0.7678257
P24385	Q9C009	0	0.5480747	0.99075526
Q14686	Q03135	0	0.13797185	0.47574246
Q9NY12	Q6PI26	1	0.29496872	0.8318487
Q6R327	Q86T24	0	0.36469153	0.9267665
P39019	Q9UEG4	1	0.83404297	0.55366117
Q7RTS1	Q8NAF0	1	0.43554497	0.98338217
O15446	Q8N1F7	1	0.3412189	0.89915425
P10809	O95786	0	0.3094447	0.85475475
Q8WXX5	Q9BUJ2	1	0.41573986	0.9716009
P11836	Q8IYH5	0	0.11882183	0.41881278
P25791	Q01664	0	0.6679241	0.88720596
O75190	O75683	1	0.31619483	0.8648626
P54219	Q9NR77	1	0.79409426	0.65403426
P63208	Q9H0W5	1	0.48967826	0.9995738
